id,mode,tier,group,experiment,setting,algorithm,setup,arm,reduced_from_k,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_first_cross,t_50,t_memo,delay,post_grok_dips,final_acc,final_train_acc,peak_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,d_mlp,feddyn_alpha,n_heads,persist_local_opt_state,track_client_drift
cent_002bcf47b251,centralized,S1,central_anchor,anchor,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,7800,7800,1000,300,7500.0,0,99.94444847106934,100.0,100.0,nan,True,False,40000.0,83.1,,512,,4,,
cent_008bde8c6684,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.225,1011,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,inf,inf,23975,200,inf,0,81.23655915260315,100.0,100.0,nan,False,True,150000.0,250.5,,512,,4,,
cent_00993a079590,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,40000,25,0.0,0.001,0.0,85.0,inf,inf,inf,225,inf,0,1.4980158768594265,100.0,100.0,nan,False,True,40000.0,75.2,,512,,4,,
cent_009d1e6550df,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.75,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,600,600,300,300,300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,113.6,,512,,4,,
cent_00b37bf30d15,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.475,789,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,8225,8225,1125,275,7950.0,0,99.88095164299011,100.0,100.0,nan,True,False,40000.0,250.4,,512,,4,,
cent_00ea48559025,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,456,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.01,90.0,inf,inf,5100,600,inf,0,88.0799949169159,100.0,100.0,nan,False,True,20000.0,95.7,,512,,4,,
cent_010899c81daf,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,456,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,inf,inf,42850,200,inf,0,66.18055701255798,100.0,100.0,nan,False,True,150000.0,789.1,,512,,4,,
cent_0113e534959b,centralized,T2,aggregation,exp2,,,D,cent_reduced,5,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.06,42,,,,,,,,,,,,,5000,500000,1000,0.0,0.001,1.0,85.0,inf,inf,inf,1000,inf,0,0.15514184487983584,100.0,100.0,nan,False,True,500000.0,618.2,,512,,4,,
cent_013f8ef465a0,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.775,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,500,500,300,300,200.0,0,100.0,99.99999403953552,99.99999403953552,nan,True,False,40000.0,122.1,,512,,4,,
cent_019daf113e5f,centralized,T2,aggregation,exp2,,,C,cent_reduced,20,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.02,123,,,,,,,,,,,,,4000,400000,800,0.0,0.001,1.0,85.0,inf,inf,inf,800,inf,0,0.43225623667240143,100.0,100.0,nan,False,True,400000.0,1659.3,,512,,4,,
cent_01c24f1e2e1e,centralized,S1,central_anchor,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,789,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,800,400,200,500,300.0,1,94.5199966430664,100.0,100.0,nan,True,False,20000.0,565.1,,512,,4,,
cent_0347fc09033d,centralized,P0,capacity,width,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.3,456,,,,,,,,,,,,,0,100000,50,0.0,0.001,1.0,85.0,inf,inf,19850,400,inf,0,74.89087581634521,100.0,100.0,nan,False,True,100000.0,81.4,,512,,4,,
cent_03c19391c52f,centralized,S1,central_anchor,anchor,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,32000,32000,20500,300,31700.0,0,86.129629611969,100.0,100.0,nan,True,False,40000.0,55.0,,512,,4,,
cent_03df95397981,centralized,X,d_lr_control,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.55,456,,,,,,,,,,,,,0,60000,25,0.0,0.00025,4.0,85.0,1950,1950,1275,1225,725,0,99.87654685974121,100.0,100.0,nan,True,False,60000.0,115.1,,512,,4,,
cent_052fdf80463c,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,19900,19900,19400,200,19700.0,0,100.0,100.0,100.0,nan,True,False,40000.0,447.1,,512,,4,,
cent_05763dcd6cbf,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,42,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,9950,9950,1450,275,9675.0,0,99.94949698448181,100.0,100.0,nan,True,False,40000.0,80.3,,512,,4,,
cent_062956df8aca,centralized,X,d_lr_control,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,456,,,,,,,,,,,,,0,60000,25,0.0,0.004,0.25,85.0,16700,16700,13975,100,16600,0,99.97475147247314,100.0,100.0,nan,True,False,60000.0,104.9,,512,,4,,
cent_065de18b2680,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.6,456,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,975,975,550,275,700.0,0,100.0,100.0,100.0,nan,True,False,40000.0,230.1,,512,,4,,
cent_074c504edec3,centralized,P1,cd_decay_band,decay,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,100000,50,0.0,0.001,0.01,85.0,inf,inf,inf,250,inf,0,1.5376984141767025,100.0,100.0,nan,False,True,100000.0,112.9,,512,,4,,
cent_07ffcfeb4273,centralized,S1b,c_alpha,gate_a,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.7,456,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,85.0,18400,18400,15000,200,18200.0,0,99.79166388511658,100.0,100.0,nan,True,False,100000.0,2740.5,,512,,4,,
cent_0827afe57247,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.225,456,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,inf,inf,24550,200,inf,0,80.33154010772705,100.0,100.0,nan,False,True,150000.0,243.3,,512,,4,,
cent_08ea2f0f0424,centralized,S1b,c_alpha,gate_a,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.6,789,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,85.0,77400,4600,4200,200,77200.0,1,100.0,100.0,100.0,nan,True,False,100000.0,2481.2,,512,,4,,
cent_0975d16d3d3c,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.975,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,300,300,200,300,0.0,0,100.0,100.0,100.0,nan,True,False,40000.0,138.9,,512,,4,,
cent_0a40281899b2,centralized,S1,central_anchor,anchor,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,20000,20000,14700,300,19700.0,0,97.02380895614624,100.0,100.0,nan,True,False,40000.0,59.3,,512,,4,,
cent_0b4085716441,centralized,X,d_lr_control,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,42,,,,,,,,,,,,,0,60000,25,0.0,0.001,1.0,85.0,9950,9950,1450,275,9675,0,99.97475147247314,100.0,100.0,nan,True,False,60000.0,103.6,,512,,4,,
cent_0b652c4039a6,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.725,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,600,600,400,300,300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,112.7,,512,,4,,
cent_0bc64de29d53,centralized,S1,central_anchor,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,500,5000,0.5,789,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,inf,inf,2800,400,inf,0,87.83999681472778,100.0,100.0,nan,False,True,20000.0,73.6,,512,,4,,
cent_0bd0bc0e5d40,centralized,P1,cd_decay_band,decay,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,,,,,,,,,,,,,0,100000,50,0.0,0.001,0.1,85.0,inf,inf,95800,250,inf,0,51.71626806259155,100.0,100.0,nan,False,True,100000.0,114.6,,512,,4,,
cent_0c1def10715b,centralized,S1,central_anchor,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,2000,5000,0.5,789,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,1700,1700,500,500,1200.0,0,93.99999976158142,100.0,100.0,nan,True,False,20000.0,228.2,,512,,4,,
cent_0cb2652417ca,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,7450,7450,950,275,7175.0,0,99.91666674613953,100.0,100.0,nan,True,False,40000.0,86.7,,512,,4,,
cent_0d04e1bd5de2,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.7,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,600,600,400,300,300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,114.1,,512,,4,,
cent_0d0f4f486566,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.425,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,10800,10800,5700,300,10500.0,0,99.73429441452026,100.0,100.0,nan,True,False,40000.0,78.3,,512,,4,,
cent_0d112e401a82,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.775,1011,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,500,500,300,300,200.0,0,100.0,99.99999403953552,99.99999403953552,nan,True,False,40000.0,127.6,,512,,4,,
cent_0e1ddd6c5d87,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.725,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,600,600,300,300,300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,113.1,,512,,4,,
cent_0eff6d6575f9,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,123,,,,,,,,,,,,,0,40000,25,0.0,0.001,3.0,85.0,2000,2000,675,325,1675,0,95.41667103767395,100.0,100.0,nan,True,False,40000.0,68.5,,512,,4,,
cent_0f0f2a9c29bd,centralized,S1b,c_capacity,gate_a,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,85.0,9800,9800,9400,200,9600.0,0,100.0,100.0,100.0,nan,True,False,100000.0,1586.2,,512,,4,,
cent_0f4a6e616189,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.35,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,16600,16600,10800,300,16300.0,0,98.93162250518799,100.0,100.0,nan,True,False,40000.0,74.2,,512,,4,,
cent_10004ae03c2c,centralized,X,d_alpha_cliff,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,42,,,,,,,,,,,,,0,150000,200,0.0,0.001,1.0,85.0,inf,inf,54400,200,inf,0,66.7881965637207,100.0,100.0,nan,False,True,150000.0,189.1,,512,,4,,
cent_10934c8ca027,centralized,X,d_lr_control,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,123,,,,,,,,,,,,,0,60000,25,0.0,0.001,1.0,85.0,9075,9075,1325,275,8800,0,99.92424845695496,100.0,100.0,nan,True,False,60000.0,101.2,,512,,4,,
cent_109b29b9e761,centralized,T2,aggregation,exp2,,,C,cent_reduced,10,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.04,42,,,,,,,,,,,,,4000,400000,800,0.0,0.001,1.0,85.0,inf,inf,inf,800,inf,0,0.3472222248092294,100.0,100.0,nan,False,True,400000.0,1814.3,,512,,4,,
cent_10d3907bb64a,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.575,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,1200,1200,700,300,900.0,0,99.98366236686707,100.0,100.0,nan,True,False,40000.0,100.8,,512,,4,,
cent_111688ecef52,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.25,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,inf,inf,inf,200,inf,0,0.5648148246109486,100.0,100.0,nan,False,True,40000.0,484.8,,512,,4,,
cent_118439402226,centralized,P1,cd_decay_band,decay,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,100000,50,0.0,0.001,0.3,85.0,96750,44750,43500,100,96650,28,100.0,100.0,100.0,nan,True,False,100000.0,2604.7,,512,,4,,
cent_12135542108e,centralized,P0,c_alpha_w256,boundary,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.6,123,,,,,,,,,,,,,0,100000,50,0.0,0.001,1.0,85.0,52850,5300,4950,150,52700,1,100.0,100.0,100.0,nan,True,False,100000.0,3265.2,,512,,4,,
cent_1298ac4b35ea,centralized,T2,aggregation,exp2,,,D,cent_reduced,50,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.006,456,,,,,,,,,,,,,5000,500000,1000,0.0,0.001,1.0,85.0,inf,inf,inf,1000,inf,0,0.21657117176800966,100.0,100.0,nan,False,True,500000.0,506.1,,512,,4,,
cent_12a0ee95a08c,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.85,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,400,400,300,300,100.0,0,100.0,100.0,100.0,nan,True,False,40000.0,130.1,,512,,4,,
cent_133196d79131,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.525,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,5900,5900,900,300,5600.0,0,99.9707579612732,100.0,100.0,nan,True,False,40000.0,90.3,,512,,4,,
cent_133d033cde83,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.25,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,inf,inf,inf,200,inf,0,0.5740740802139044,100.0,100.0,nan,False,True,40000.0,441.5,,512,,4,,
cent_13b825fcb2ff,centralized,S1,mnist_working_point,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,42,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,500,500,200,500,0.0,0,96.13999724388123,100.0,100.0,nan,True,False,20000.0,430.2,,512,,4,,
cent_1573c40bbe22,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,456,,,,,,,,,,,,,0,20000,100,0.0,0.001,1.0,90.0,3300,3300,200,800,2500.0,0,91.5399968624115,100.0,100.0,nan,True,False,20000.0,86.4,,512,,4,,
cent_16b2a4313c7c,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,7775,7775,925,275,7500.0,0,99.94444847106934,100.0,100.0,nan,True,False,40000.0,100.3,,512,,4,,
cent_16dc7e6fb1ec,centralized,P0,capacity,width,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,512,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,100000,50,0.0,0.001,1.0,85.0,18550,18550,12900,150,18400,0,97.83730506896973,100.0,100.0,nan,True,False,100000.0,124.2,,512,,4,,
cent_16e486725bd2,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,123,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.03,90.0,8300,8300,3300,500,7800.0,0,91.57999753952026,100.0,100.0,nan,True,False,20000.0,95.5,,512,,4,,
cent_174eaa74d775,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,123,,,,,,,,,,,,,0,40000,25,0.0,0.001,0.0,85.0,inf,inf,inf,250,inf,0,12.651515007019043,100.0,100.0,nan,False,True,40000.0,90.2,,512,,4,,
cent_17edb221f1d2,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.35,42,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,16850,16850,9950,250,16600.0,0,98.46153855323792,100.0,100.0,nan,True,False,40000.0,85.0,,512,,4,,
cent_18969096632f,centralized,P1,d_gd_probe,optimiser,,,D,,,s5,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,50000,100,0.0,50.0,0.0,85.0,22600,22600,18700,14300,8300,0,99.958336353302,100.0,100.0,nan,True,False,50000.0,67.9,,512,,4,,
cent_18a284383062,centralized,S1,central_anchor,anchor,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,21600,21600,15200,300,21300.0,0,93.76984238624573,100.0,100.0,nan,True,False,40000.0,75.5,,512,,4,,
cent_199f51e59a09,centralized,P1,d_gd_probe,optimiser,,,D,,,s5,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,50000,100,0.0,5.0,0.0,85.0,inf,inf,inf,inf,inf,0,0.027777778450399637,40.013888478279114,40.013888478279114,nan,False,True,50000.0,67.6,,512,,4,,
cent_19dc3d297ac7,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,1.0,1011,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,0,inf,inf,300,-300.0,0,nan,100.0,100.0,nan,True,False,40000.0,152.5,,512,,4,,
cent_19f0c9c49db9,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.45,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,9500,9500,1500,300,9200.0,0,99.84849095344543,100.0,100.0,nan,True,False,40000.0,84.6,,512,,4,,
cent_1a0676cdba95,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.2,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,inf,inf,inf,200,inf,0,0.27777778450399637,100.0,100.0,nan,False,True,40000.0,414.5,,512,,4,,
cent_1ae42e6c62f8,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,40000,25,0.0,0.001,1.0,85.0,21475,21475,14750,250,21225,0,96.33928537368774,100.0,100.0,nan,True,False,40000.0,61.3,,512,,4,,
cent_1b59b0b9d2a0,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,42,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.01,90.0,inf,inf,5000,600,inf,0,89.17999863624573,100.0,100.0,nan,False,True,20000.0,94.4,,512,,4,,
cent_1b6de435a5d3,centralized,T2,aggregation,exp2,,,D,cent_reduced,10,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.03,42,,,,,,,,,,,,,5000,500000,1000,0.0,0.001,1.0,85.0,inf,inf,inf,1000,inf,0,0.07159221568144858,100.0,100.0,nan,False,True,500000.0,538.0,,512,,4,,
cent_1bf6ceb9b106,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.25,123,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,inf,inf,inf,200,inf,0,0.4444444552063942,100.0,100.0,nan,False,True,40000.0,439.8,,512,,4,,
cent_1bfab7d6a293,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.4,42,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,11975,11975,6800,250,11725.0,0,99.75694417953491,100.0,100.0,nan,True,False,40000.0,86.9,,512,,4,,
cent_1cd61d357f81,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.6,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,1000,1000,600,300,700.0,0,100.0,100.0,100.0,nan,True,False,40000.0,105.3,,512,,4,,
cent_1d9f1fef86d2,centralized,S1,mnist_working_point,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,25,2000,5000,0.5,123,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,200,200,100,100,100.0,0,91.27999544143677,99.30000305175781,100.0,nan,True,False,20000.0,1936.7,,512,,4,,
cent_1dcf979cd8d9,centralized,S1,central_anchor,anchor,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.25,42,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,29600,29600,19900,300,29300.0,0,88.33333253860474,100.0,100.0,nan,True,False,40000.0,55.1,,512,,4,,
cent_1e10f32a5c15,centralized,S1,mnist_working_point,anchor,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,100,4000,5000,0.5,123,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,300,300,100,300,0.0,0,94.8199987411499,100.0,100.0,nan,True,False,20000.0,856.5,,512,,4,,
cent_1e4dc311677c,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,40000,25,0.0,0.001,3.0,85.0,inf,inf,5200,275,inf,0,72.64881134033203,100.0,100.0,nan,False,True,40000.0,66.0,,512,,4,,
cent_1e5b3531d0e1,centralized,X,d_wd_ladder,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.55,456,,,,,,,,,,,,,0,40000,25,0.0,0.001,0.1,85.0,10225,10125,3150,250,9975,2,99.95371103286743,100.0,100.0,nan,True,False,40000.0,78.0,,512,,4,,
cent_1fefc7b9c69f,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,23500,23500,22900,200,23300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,967.8,,512,,4,,
cent_20031bba5dad,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,456,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,3800,3800,1300,500,3300.0,0,92.15999841690063,100.0,100.0,nan,True,False,20000.0,94.0,,512,,4,,
cent_20170c1793a8,centralized,S1b,c_capacity,gate_a,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,85.0,5400,5400,5000,200,5200.0,0,100.0,100.0,100.0,nan,True,False,100000.0,2548.9,,512,,4,,
