id,mode,tier,group,experiment,setting,algorithm,setup,arm,reduced_from_k,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_first_cross,t_50,t_memo,delay,post_grok_dips,final_acc,final_train_acc,peak_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,d_mlp,feddyn_alpha,n_heads,persist_local_opt_state,track_client_drift
cent_a250f5fc6e3e,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.525,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,5900,5900,800,300,5600.0,0,99.9707579612732,100.0,100.0,nan,True,False,40000.0,90.4,,512,,4,,
cent_a29eaca52ea9,centralized,X,wd_zero,control,,,E,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,100,2000,5000,0.5,456,,,,,,,,,,,,,0,40000,80,0.0,0.001,0.0,90.0,inf,inf,1040,400,inf,0,80.25999665260315,100.0,100.0,nan,False,True,40000.0,781.5,,512,,4,,
cent_a31e7a60192f,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.675,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,700,700,400,300,400.0,0,100.0,100.0,100.0,nan,True,False,40000.0,105.5,,512,,4,,
cent_a40c533a3818,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.925,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,300,300,200,300,0.0,0,100.0,100.0,100.0,nan,True,False,40000.0,142.3,,512,,4,,
cent_a4646ec62ab6,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,42,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.1,90.0,4100,4100,1400,600,3500.0,0,92.67999529838562,100.0,100.0,nan,True,False,20000.0,93.1,,512,,4,,
cent_a47f2cba92cd,centralized,T2,aggregation,exp2,,,D,cent_reduced,5,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.06,456,,,,,,,,,,,,,5000,500000,1000,0.0,0.001,1.0,85.0,inf,inf,inf,1000,inf,0,0.23640661966055632,100.0,100.0,nan,False,True,500000.0,566.2,,512,,4,,
cent_a4826d010ec0,centralized,T0,mnist_wd_band,mnist,,,,,,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,1000,5000,0.5,42,,,,,,,,,,,,,0,20000,100,0.0,0.001,0.03,90.0,11100,10500,3400,600,10500.0,1,90.75999855995178,100.0,100.0,nan,True,False,20000.0,92.7,,512,,4,,
cent_a86d62b5a4a3,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,42,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,inf,inf,54225,200,inf,0,66.7881965637207,100.0,100.0,nan,False,True,150000.0,789.7,,512,,4,,
cent_a970009c083c,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.85,1011,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,400,400,300,300,100.0,0,100.0,100.0,100.0,nan,True,False,40000.0,134.8,,512,,4,,
cent_aa13ecb247c8,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.7,456,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,600,600,400,300,300.0,0,100.0,100.0,100.0,nan,True,False,40000.0,114.6,,512,,4,,
cent_aa69c6b2727d,centralized,T2,aggregation,exp2,,,C,cent_reduced,20,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.02,42,,,,,,,,,,,,,4000,400000,800,0.0,0.001,1.0,85.0,inf,inf,inf,800,inf,0,0.5102040711790323,100.0,100.0,nan,False,True,400000.0,1684.3,,512,,4,,
cent_aacd8befd891,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.275,1011,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,23150,23150,17150,225,22925.0,0,95.2203094959259,100.0,100.0,nan,True,False,150000.0,266.1,,512,,4,,
cent_ab37b13750fe,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.325,42,,,,,,,,,,,,,500,40000,25,0.0,0.001,1.0,85.0,18700,18700,12325,250,18450.0,0,97.0370352268219,100.0,100.0,nan,True,False,40000.0,78.3,,512,,4,,
cent_ab8ac19dfb49,centralized,T2,aggregation,exp2,,,C,cent_reduced,2,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,456,,,,,,,,,,,,,4000,400000,800,0.0,0.001,1.0,85.0,inf,inf,inf,800,inf,0,0.824652798473835,100.0,100.0,nan,False,True,400000.0,3954.6,,512,,4,,
cent_abeb60a933a6,centralized,X,d_alpha_high,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.875,1011,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,400,400,300,300,100.0,0,100.0,99.99999403953552,99.99999403953552,nan,True,False,40000.0,139.3,,512,,4,,
cent_abeb7b4f8f46,centralized,P1,cd_decay_band,decay,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,100000,50,0.0,0.001,0.3,85.0,99450,42650,40300,100,99350,13,99.91666674613953,100.0,100.0,nan,True,False,100000.0,2604.9,,512,,4,,
cent_ac01bf4cb064,centralized,S1,central_anchor,anchor,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.2,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,inf,inf,inf,200,inf,0,0.1822916674427688,100.0,100.0,nan,False,True,40000.0,414.0,,512,,4,,
cent_ac90a09f2826,centralized,S1b,c_capacity,gate_a,,,C,,,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,85.0,78000,13000,12400,200,77800.0,2,100.0,100.0,100.0,nan,True,False,100000.0,2267.6,,512,,8,,
cent_acd95a7ccd46,centralized,X,d_alpha_fine,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.325,789,,,,,,,,,,,,,0,40000,100,0.0,0.001,1.0,85.0,19500,19500,12500,300,19200.0,0,96.93415760993958,100.0,100.0,nan,True,False,40000.0,72.9,,512,,4,,
cent_ad73de08ac64,centralized,P1,cd_decay_band,decay,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,100000,50,0.0,0.001,0.03,85.0,inf,inf,inf,250,inf,0,2.063492126762867,100.0,100.0,nan,False,True,100000.0,114.3,,512,,4,,
cent_ad79765eee5e,centralized,X,d_internals,tangent,,,D,,,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.275,42,,,,,,,,,,,,,500,150000,25,0.0,0.001,1.0,85.0,22725,22725,16625,225,22500.0,0,94.8180079460144,100.0,100.0,nan,True,False,150000.0,281.7,,512,,4,,
cent_addition_008b8cac7b92,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,6600,6600,5900,200,6400.0,0,100.0,100.0,100.0,nan,True,False,30000.0,397.4,,512,,4,,
cent_addition_00fd05334afd,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,456,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1800,1800,1400,200,1600.0,0,99.99999403953552,100.0,100.0,nan,True,False,30000.0,529.8,,512,,4,,
cent_addition_01dad9f409dc,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,5000,10,0.0,0.001,0.1,95.0,310,310,260,90,220,0,100.0,100.0,100.0,0.48610013723373413,True,False,5000.0,6.5,,512,,4,,
cent_addition_025ac7566622,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.175,1011,,,,,,,,,,,,,0,300000,100,0.0,0.001,0.1,95.0,inf,inf,inf,100,inf,0,17.879684269428253,100.0,100.0,0.10695679485797882,False,True,300000.0,212.0,,512,,4,,
cent_addition_04957fefdd40,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.125,789,,,,,,,,,,,,,0,300000,100,0.0,0.001,0.1,95.0,inf,inf,inf,100,inf,0,0.8866755291819572,100.0,100.0,0.020683376118540764,False,True,300000.0,201.8,,512,,4,,
cent_addition_0548914a3bbd,centralized,P1,b_wd01_alpha_ladder,ladder,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.6,456,,,,,,,,,,,,,0,60000,50,0.0,0.001,0.1,95.0,53600,3150,300,150,53450,2,100.0,100.0,100.0,nan,True,False,60000.0,3034.2,,512,,4,,
cent_addition_05a167bd9d00,centralized,P0,capacity,width,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,100000,50,0.0,0.001,1.0,95.0,95750,4350,3550,150,95600,1,100.0,100.0,100.0,nan,True,False,100000.0,870.1,,512,,4,,
cent_addition_06c4a1f338c7,centralized,S1,central_anchor,anchor,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,7500,7500,6700,5500,2000.0,0,100.0,100.0,100.0,0.4172263741493225,True,False,30000.0,34.9,,512,,4,,
cent_addition_072f8ca20390,centralized,S1,central_anchor,anchor,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,7700,7700,6900,5900,1800.0,0,100.0,100.0,100.0,0.42510128021240234,True,False,30000.0,34.2,,512,,4,,
cent_addition_07acb99eb4d5,centralized,T2,aggregation,exp2,,,A,cent_reduced,2,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,123,,,,,,,,,,,,,1000,100000,200,0.0,50.0,0.0,95.0,inf,inf,inf,2000,inf,0,0.6501625757664442,100.0,100.0,0.02244209498167038,False,True,100000.0,92.1,,512,,4,,
cent_addition_093ade23c025,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,600,600,300,200,400.0,0,100.0,100.0,100.0,nan,True,False,30000.0,619.9,,512,,4,,
cent_addition_09e741279193,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,50000,100,0.0,0.001,1.0,95.0,200,200,200,200,0.0,0,100.0,100.0,100.0,0.40563255548477173,True,False,50000.0,31.7,,512,,4,,
cent_addition_0a5ca7948732,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1300,1300,1000,200,1100.0,0,99.99999403953552,100.0,100.0,nan,True,False,30000.0,516.4,,512,,4,,
cent_addition_0ba65811b364,centralized,T2,aggregation,exp2,,,A',cent_reduced,5,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.04,42,,,,,,,,,,,,,2000,200000,400,0.0,0.001,0.1,95.0,inf,inf,inf,400,inf,0,0.0,99.99999403953552,99.99999403953552,0.019707228988409042,False,True,200000.0,219.3,,512,,4,,
cent_addition_0c2da94473da,centralized,S1,central_anchor,anchor,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,12600,12600,10600,3700,8900.0,0,100.0,100.0,100.0,0.34464436769485474,True,False,30000.0,27.4,,512,,4,,
cent_addition_0cc0826e1a11,centralized,T2,aggregation,exp2,,,B,cent_reduced,5,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.06,123,,,,,,,,,,,,,2000,200000,400,0.0,0.001,1.0,95.0,inf,inf,inf,400,inf,0,0.27493126690387726,100.0,100.0,nan,False,True,200000.0,760.3,,512,,4,,
cent_addition_0e014d5feca8,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,,,,,,,,,,,,,0,50000,25,0.0,0.001,0.1,95.0,500,500,425,100,400,0,100.0,100.0,100.0,0.46057483553886414,True,False,50000.0,41.6,,512,,4,,
cent_addition_0e58deffbadc,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,789,,,,,,,,,,,,,0,300000,100,0.0,0.001,0.1,95.0,5500,5500,4100,100,5400,0,100.0,100.0,100.0,0.5020650625228882,True,False,300000.0,209.1,,512,,4,,
cent_addition_0eff3a614601,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.15,42,,,,,,,,,,,,,0,300000,100,0.0,0.001,0.1,95.0,inf,inf,inf,100,inf,0,0.8627156727015972,100.0,100.0,0.023153923451900482,False,True,300000.0,201.6,,512,,4,,
cent_addition_0f4a3ee9e87d,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,inf,100,inf,0,0.46065966598689556,100.0,100.0,nan,False,True,30000.0,229.8,,512,,4,,
cent_addition_0f6262fcd0e1,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,50000,100,0.0,50.0,0.0002,95.0,inf,inf,inf,inf,inf,0,1.041445229202509,1.0204081423580647,2.359693869948387,0.0,False,True,50000.0,46.6,,512,,4,,
cent_addition_0fe3c6be8c9e,centralized,T2,aggregation,exp2,,,B,cent_reduced,50,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.006,42,,,,,,,,,,,,,2000,200000,400,0.0,0.001,1.0,95.0,inf,inf,inf,400,inf,0,0.8429843001067638,100.0,100.0,nan,False,True,200000.0,702.7,,512,,4,,
cent_addition_1071b2b8245f,centralized,T2,aggregation_alpha2,exp2,,,B,cent_full,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,123,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,95.0,1200,1200,1000,200,1000,0,99.99999403953552,100.0,100.0,nan,True,False,100000.0,2376.1,,512,,4,,
cent_addition_15248e6e8f4a,centralized,P1,b_wd01_alpha_ladder,ladder,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.7,456,,,,,,,,,,,,,0,60000,50,0.0,0.001,0.1,95.0,53600,2000,150,150,53450,2,99.99999403953552,100.0,100.0,nan,True,False,60000.0,2558.3,,512,,4,,
cent_addition_157dfd588d39,centralized,S1,central_anchor,anchor,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8900,8900,7900,5300,3600.0,0,100.0,100.0,100.0,0.3921000361442566,True,False,30000.0,37.7,,512,,4,,
cent_addition_15b705ac8363,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,,,,,,,,,,,,,0,5000,10,0.0,0.001,0.1,95.0,300,300,260,90,210,0,100.0,100.0,100.0,0.48508793115615845,True,False,5000.0,6.6,,512,,4,,
cent_addition_15de40aabc23,centralized,T2,aggregation,exp2,,,A,cent_reduced,10,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.03,456,,,,,,,,,,,,,1000,100000,200,0.0,50.0,0.0,95.0,inf,inf,inf,600,inf,0,0.010956502956105396,99.99999403953552,99.99999403953552,0.020092234015464783,False,True,100000.0,83.3,,512,,4,,
cent_addition_161258736b23,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,0,5000,10,0.0,0.001,0.1,95.0,160,160,140,110,50,0,100.0,100.0,100.0,0.4948011040687561,True,False,5000.0,6.8,,512,,4,,
cent_addition_17980ac9f34d,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,50000,100,0.0,0.001,0.1,95.0,200,200,200,200,0.0,0,100.0,100.0,100.0,0.49881622195243835,True,False,50000.0,52.8,,512,,4,,
cent_addition_17bb1127ac68,centralized,P1,b_decay_band,decay,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,,,,,,,,,,,,,0,50000,50,0.0,0.001,0.03,95.0,inf,inf,inf,150,inf,0,6.219935417175293,100.0,100.0,nan,False,True,50000.0,441.0,,512,,4,,
cent_addition_19515a07c09f,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,50000,100,0.0,0.001,0.1,95.0,200,200,200,200,0.0,0,100.0,100.0,100.0,0.4984297752380371,True,False,50000.0,52.5,,512,,4,,
cent_addition_19a56e2a7a4f,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.25,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,18700,9700,9200,200,18500.0,1,100.0,100.0,100.0,nan,True,False,30000.0,330.3,,512,,4,,
cent_addition_1a311e47ec56,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,789,,,,,,,,,,,,,0,50000,100,0.0,50.0,2e-07,95.0,7500,7500,6700,5500,2000.0,0,100.0,100.0,100.0,0.4577338397502899,True,False,50000.0,50.0,,512,,4,,
cent_addition_1b08455b3ec6,centralized,T2,aggregation,exp2,,,A',cent_reduced,20,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.01,42,,,,,,,,,,,,,2000,200000,400,0.0,0.001,0.1,95.0,inf,inf,inf,400,inf,0,0.2469135681167245,99.99999403953552,99.99999403953552,0.014727229252457619,False,True,200000.0,203.5,,512,,4,,
cent_addition_1b17f2c380e3,centralized,T2,aggregation,exp2,,,B,cent_reduced,20,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.015,456,,,,,,,,,,,,,2000,200000,400,0.0,0.001,1.0,95.0,inf,inf,inf,400,inf,0,0.628080777823925,100.0,100.0,nan,False,True,200000.0,861.8,,512,,4,,
cent_addition_1b6a683c472b,centralized,T2,aggregation,exp2,,,A,cent_reduced,20,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.015,42,,,,,,,,,,,,,1000,100000,200,0.0,50.0,0.0,95.0,inf,inf,inf,200,inf,0,0.043159257620573044,99.99999403953552,99.99999403953552,0.01973288506269455,False,True,100000.0,80.0,,512,,4,,
cent_addition_1bcf07ba8685,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.125,123,,,,,,,,,,,,,0,300000,100,0.0,0.001,0.1,95.0,inf,inf,inf,100,inf,0,0.7773593999445438,100.0,100.0,0.020486906170845032,False,True,300000.0,203.4,,512,,4,,
cent_addition_1c6a49550177,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,50000,100,0.0,0.001,0.01,95.0,200,200,200,200,0.0,0,100.0,100.0,100.0,0.49475136399269104,True,False,50000.0,54.6,,512,,4,,
cent_addition_1d5cf30ebb9b,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,5000,10,0.0,0.001,0.1,95.0,170,170,150,120,50,0,100.0,100.0,100.0,0.49070996046066284,True,False,5000.0,6.6,,512,,4,,
cent_addition_1d9cb287df9a,centralized,T2,aggregation_alpha2,exp2,,,B,cent_full,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,456,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,95.0,1800,1800,1400,200,1600,0,99.99999403953552,100.0,100.0,nan,True,False,100000.0,1368.3,,512,,4,,
cent_addition_1eadf289404c,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,50000,100,0.0,50.0,0.0,95.0,7700,7700,6900,5900,1800.0,0,100.0,100.0,100.0,0.47249114513397217,True,False,50000.0,50.5,,512,,4,,
cent_addition_1f8ee16338e6,centralized,T2,aggregation,exp2,,,B,cent_full,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,100000,200,0.0,0.001,1.0,95.0,6200,6200,5800,200,6000,0,100.0,100.0,100.0,nan,True,False,100000.0,572.5,,512,,4,,
cent_addition_1fa9b931b7a6,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1300,1300,700,200,1100.0,0,100.0,100.0,100.0,nan,True,False,30000.0,670.9,,512,,4,,
cent_addition_2075d7316eca,centralized,S1,central_anchor,anchor,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,4400,4400,3600,200,4200.0,0,100.0,100.0,100.0,nan,True,False,30000.0,371.9,,512,,4,,
cent_addition_219f35342031,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,5000,10,0.0,0.001,0.1,95.0,170,170,150,120,50,0,100.0,100.0,100.0,0.5064389705657959,True,False,5000.0,7.0,,512,,4,,
cent_addition_227ebf8d8f2c,centralized,P1,aprime_alpha,ladder,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.225,1011,,,,,,,,,,,,,0,50000,25,0.0,0.001,0.1,95.0,900,900,750,75,825,0,100.0,100.0,100.0,0.44992396235466003,True,False,50000.0,42.3,,512,,4,,
cent_addition_22a1b7c81c3c,centralized,T2,aggregation,exp2,,,A,cent_reduced,2,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,456,,,,,,,,,,,,,1000,100000,200,0.0,50.0,0.0,95.0,inf,inf,inf,2000,inf,0,0.5751437973231077,100.0,100.0,0.021991640329360962,False,True,100000.0,93.0,,512,,4,,
cent_addition_22d5548f9f52,centralized,T0,wd_grid,wd,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,50000,100,0.0,50.0,2e-06,95.0,8400,8400,7700,6900,1500.0,0,100.0,100.0,100.0,0.4137662649154663,True,False,50000.0,47.3,,512,,4,,
cent_addition_230b097f9afa,centralized,X,wd_zero,control,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,100000,200,0.0,0.001,0.0,95.0,inf,inf,inf,200,inf,0,5.8619532734155655,100.0,100.0,nan,False,True,100000.0,1422.9,,512,,4,,
cent_addition_23690dd53637,centralized,P0,capacity,width,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,42,,,,,,,,,,,,,0,50000,50,0.0,0.001,0.1,95.0,3000,3000,2050,100,2900,0,100.0,100.0,100.0,0.46948206424713135,True,False,50000.0,41.0,,512,,4,,
cent_addition_23d776ca4f27,centralized,X,b_wd_zero_a04_long,control,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,42,,,,,,,,,,,,,0,1000000,50,0.0,0.001,0.0,95.0,inf,inf,351050,150,inf,0,70.16444802284241,100.0,100.0,nan,False,True,1000000.0,23201.5,,512,,4,,
cent_addition_246048361572,centralized,T2,aggregation,exp2,,,A',cent_full,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,123,,,,,,,,,,,,,0,100000,200,0.0,0.001,0.1,95.0,4000,4000,3000,200,3800,0,100.0,100.0,100.0,0.4792018234729767,True,False,100000.0,111.2,,512,,4,,
