id,setup,mode,group,arm,dataset,model,optimizer,loss,alpha,n_train,hidden_width,weight_decay,lr,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,strategy,server_lr,proximal_mu,num_rounds,epochs,grok_threshold,t_memo,t_first_cross,t_grok,grokked,peak_train_acc,final_acc,steps_run,axis,path,step_a,step_b,barrier_train_loss,barrier_rel,min_test_acc_path,min_test_acc_lambda,test_acc_mid,test_acc_start,test_acc_end,train_loss_start,train_loss_end
fede_21ee1d716c44,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,1200.0,4700.0,4700.0,True,100.0,100.0,200000.0,K,init_to_end,0.0,200000.0,2.140309306318443,0.8926157276103669,0.8888888955116272,0.2,4.013888835906982,0.9166667461395264,100.0,4.795588493347168,1.00863996976841e-06
fede_21ee1d716c44,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,1200.0,4700.0,4700.0,True,100.0,100.0,200000.0,K,fed_to_twin,100000.0,100000.0,4.402525884360301,4533505.902408262,9.472222328186035,0.5,9.472222328186035,100.0,100.0,1.2250244481037953e-06,7.171924494286941e-07
fede_223e09a11a04,C,federated,e50_long,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,456,10,50,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,85.0,inf,inf,inf,False,79.2222261428833,57.58333206176758,1000000.0,E,init_to_end,0.0,1000000.0,3.5635583579540255,1.299914802779289,0.6666666865348816,0.0,0.9027777910232544,0.6666666865348816,57.58333206176758,4.796187400817871,0.6865693926811218
fede_223e09a11a04,C,federated,e50_long,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,456,10,50,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,85.0,inf,inf,inf,False,79.2222261428833,57.58333206176758,1000000.0,E,fed_to_twin,100000.0,100000.0,3.3092411756163074,2.2250404270747537,1.1527777910232544,0.4,1.9722223281860352,4.5416669845581055,100.0,2.974538564682007,6.198953542480012e-06
fede_229678b393df,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,123,10,50,1.0,iid,0.5,fedavg,1.0,0.0,4000,10000,85.0,32500.0,31400.0,31400.0,True,100.0,100.0,200000.0,E,memo_to_end,40000.0,200000.0,5.019793418328797,3336.5156669183943,4.666666507720947,0.4,5.597222328186035,99.68055725097656,100.0,0.0030089812353253365,2.2119941434084467e-08
fede_229678b393df,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,123,10,50,1.0,iid,0.5,fedavg,1.0,0.0,4000,10000,85.0,32500.0,31400.0,31400.0,True,100.0,100.0,200000.0,E,init_to_end,0.0,200000.0,2.188952673342495,0.9126651365944601,0.8333333730697632,0.30000000000000004,4.152777671813965,1.0,100.0,4.7968363761901855,2.2119941434084467e-08
fede_229678b393df,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,123,10,50,1.0,iid,0.5,fedavg,1.0,0.0,4000,10000,85.0,32500.0,31400.0,31400.0,True,100.0,100.0,200000.0,E,fed_to_twin,100000.0,100000.0,4.477054832900603,18663429.695030086,7.430555820465088,0.5,7.430555820465088,100.0,100.0,6.399219643071774e-08,4.157754460720753e-07
fede_2359edab2ebf,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,10,25,1.0,iid,0.5,fedavg,1.0,0.0,8000,10000,85.0,23900.0,23600.0,23600.0,True,100.0,100.0,200000.0,E,memo_to_end,20000.0,200000.0,5.100806772078795,26.449466344779058,1.375,0.4,3.1666665077209473,60.16666793823242,100.0,0.3855814039707184,0.00012065183545928448
fede_2359edab2ebf,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,10,25,1.0,iid,0.5,fedavg,1.0,0.0,8000,10000,85.0,23900.0,23600.0,23600.0,True,100.0,100.0,200000.0,E,init_to_end,0.0,200000.0,2.1910850941567332,0.9137689663092751,0.75,0.2,3.777777671813965,0.9166667461395264,100.0,4.795588493347168,0.00012065183545928448
fede_2359edab2ebf,C,federated,local_epochs,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,10,25,1.0,iid,0.5,fedavg,1.0,0.0,8000,10000,85.0,23900.0,23600.0,23600.0,True,100.0,100.0,200000.0,E,fed_to_twin,100000.0,100000.0,4.5499625520090206,69682.86958929541,4.388888835906982,0.5,4.388888835906982,100.0,100.0,0.00012987336958758533,7.171924494286941e-07
fede_25caa0d4bae2,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,3200.0,78900.0,87400.0,True,100.0,90.198415517807,250000.0,K,init_to_end,0.0,250000.0,1.0508521423791537,0.4389195988376934,0.7440476417541504,0.0,88.32341766357422,0.7440476417541504,90.19841766357422,4.787515163421631,0.0008430924499407411
fede_25caa0d4bae2,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,3200.0,78900.0,87400.0,True,100.0,90.198415517807,250000.0,K,fed_to_twin,250000.0,250000.0,1.498098067463161,3526.5112787167764,49.1170654296875,0.5,49.1170654296875,90.19841766357422,95.29762268066406,0.0008430924499407411,6.5280100898235105e-06
fede_27e426ef6f81,E,federated,participation_setups,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,42,20,5,0.25,iid,0.5,fedavg,1.0,0.0,32000,10000,90.0,300.0,3100.0,inf,False,100.0,81.15999698638916,40000.0,f,init_to_end,0.0,40000.0,0.0,0.0,10.119999885559082,0.0,23.760000228881836,10.119999885559082,81.15999603271484,838.573974609375,0.00049606803804636
fede_27e426ef6f81,E,federated,participation_setups,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,42,20,5,0.25,iid,0.5,fedavg,1.0,0.0,32000,10000,90.0,300.0,3100.0,inf,False,100.0,81.15999698638916,40000.0,f,fed_to_twin,40000.0,40000.0,0.05755339535908206,228.73409105418625,71.77999877929688,0.6000000000000001,72.91999816894531,81.15999603271484,95.13999938964844,0.00049606803804636,7.166045634221518e-06
fede_29176f5f11f2,D,federated,participation_setups,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,20,5,0.25,iid,0.5,fedavg,1.0,0.0,200000,10000,85.0,3700.0,25600.0,27300.0,True,100.0,89.70237970352173,250000.0,f,init_to_end,0.0,250000.0,1.3694254532456398,0.5540480206753244,0.8730159401893616,0.0,86.7261962890625,0.8730159401893616,89.70237731933594,4.787496566772461,0.1558491438627243
fede_29176f5f11f2,D,federated,participation_setups,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,20,5,0.25,iid,0.5,fedavg,1.0,0.0,200000,10000,85.0,3700.0,25600.0,27300.0,True,100.0,89.70237970352173,250000.0,f,fed_to_twin,250000.0,250000.0,2.194227467894416,28.15719447714186,52.74802017211914,0.4,59.39484405517578,89.70237731933594,97.62896728515625,0.1558491438627243,6.402731287380448e-06
fede_29e9116d9bf8,D,federated,partitions,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,50000,10000,85.0,22800.0,inf,inf,False,100.0,69.91071701049805,250000.0,partition,memo_to_end,25000.0,250000.0,1.978663094341755,4.2404979916880245,22.410715103149414,0.0,34.20634841918945,22.410715103149414,69.91072082519531,0.68464195728302,0.24858008325099945
fede_29e9116d9bf8,D,federated,partitions,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,50000,10000,85.0,22800.0,inf,inf,False,100.0,69.91071701049805,250000.0,partition,init_to_end,0.0,250000.0,1.370000310242176,0.5440724383230604,0.7440476417541504,0.0,66.41865539550781,0.7440476417541504,69.91072082519531,4.787515163421631,0.24858008325099945
fede_29e9116d9bf8,D,federated,partitions,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,50000,10000,85.0,22800.0,inf,inf,False,100.0,69.91071701049805,250000.0,partition,fed_to_twin,250000.0,250000.0,2.2501983130732697,18.103938113625095,35.40674591064453,0.4,44.632938385009766,69.91072082519531,95.29762268066406,0.24858008325099945,6.5280100898235105e-06
fede_2a4b9012a3b8,D,federated,local_epochs,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,10,1.0,iid,0.5,fedavg,1.0,0.0,25000,10000,85.0,3100.0,70800.0,70800.0,True,100.0,89.92063403129578,250000.0,E,init_to_end,0.0,250000.0,1.0451277711021252,0.4365241711560264,0.7440476417541504,0.0,87.41072082519531,0.7440476417541504,89.9206314086914,4.787515163421631,0.0008921695989556611
fede_2a4b9012a3b8,D,federated,local_epochs,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,10,10,1.0,iid,0.5,fedavg,1.0,0.0,25000,10000,85.0,3100.0,70800.0,70800.0,True,100.0,89.92063403129578,250000.0,E,fed_to_twin,250000.0,250000.0,1.4450754629401672,3215.9325859896207,51.269840240478516,0.5,51.269840240478516,89.9206314086914,95.29762268066406,0.0008921695989556611,6.5280100898235105e-06
fede_2acd8f1a3f77,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.1,fedavg,1.0,0.0,40000,10000,85.0,inf,inf,inf,False,88.68055939674377,70.6250011920929,200000.0,dirichlet,init_to_end,0.0,200000.0,3.4462519705295565,1.2451662548040248,0.7523148059844971,0.1,0.9027777314186096,0.9259259104728699,70.625,4.797294616699219,0.7381139397621155
fede_2acd8f1a3f77,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.1,fedavg,1.0,0.0,40000,10000,85.0,inf,inf,inf,False,88.68055939674377,70.6250011920929,200000.0,dirichlet,fed_to_twin,100000.0,100000.0,4.339831082378623,10.209111143030505,1.296296238899231,0.5,1.296296238899231,67.75462341308594,100.0,0.8501793742179871,8.46712828206364e-06
fede_2aeb61cfc5f2,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.01,fedavg,1.0,0.0,40000,10000,85.0,inf,inf,inf,False,55.416667461395264,35.57870388031006,200000.0,dirichlet,init_to_end,0.0,200000.0,2.1715951919555665,0.6013776184652941,0.5787037014961243,0.5,0.5787037014961243,0.9259259104728699,35.578704833984375,4.797294616699219,2.424773931503296
fede_2aeb61cfc5f2,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.01,fedavg,1.0,0.0,40000,10000,85.0,inf,inf,inf,False,55.416667461395264,35.57870388031006,200000.0,dirichlet,fed_to_twin,100000.0,100000.0,3.103633938585517,1.8737519962671156,1.2268518209457397,0.4,1.3078703880310059,12.384259223937988,100.0,3.312739372253418,8.46712828206364e-06
fede_2c025b62ce35,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,1400.0,27100.0,27100.0,True,100.0,95.25793790817261,250000.0,K,init_to_end,0.0,250000.0,0.9280238668103271,0.3876846749299641,0.7440476417541504,0.0,94.0873031616211,0.7440476417541504,95.2579345703125,4.787502765655518,1.6199224774027243e-05
fede_2c025b62ce35,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,1400.0,27100.0,27100.0,True,100.0,95.25793790817261,250000.0,K,fed_to_twin,250000.0,250000.0,1.20654025245517,106779.4866047329,55.654762268066406,0.5,55.654762268066406,95.2579345703125,97.55952453613281,1.6199224774027243e-05,6.399502581189154e-06
fede_2ce022058297,C,federated,partitions,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,40000,10000,85.0,7800.0,12600.0,12600.0,True,100.0,100.0,200000.0,partition,init_to_end,0.0,200000.0,2.2324450340954343,0.9307099191563655,0.9027777314186096,0.2,2.847222328186035,0.9259259104728699,100.0,4.797294616699219,4.1185063537341193e-07
fede_2ce022058297,C,federated,partitions,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,40000,10000,85.0,7800.0,12600.0,12600.0,True,100.0,100.0,200000.0,partition,fed_to_twin,100000.0,100000.0,4.442091234888778,982406.6679973882,7.349536418914795,0.5,7.349536418914795,100.0,100.0,5.761556849392946e-07,8.46712828206364e-06
fede_2d3b0935cb58,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,456,10,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,40000,10000,85.0,2800.0,13400.0,13400.0,True,100.0,100.0,200000.0,dirichlet,init_to_end,0.0,200000.0,2.19090890876121,0.9136843180526133,0.7175925374031067,0.2,1.9791666269302368,0.7754629254341125,100.0,4.795767784118652,1.655684339629815e-10
fede_2d3b0935cb58,C,federated,dirichlet_setups,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,456,10,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,40000,10000,85.0,2800.0,13400.0,13400.0,True,100.0,100.0,200000.0,dirichlet,fed_to_twin,100000.0,100000.0,4.46978906391503,628060.7493328488,13.13657283782959,0.5,13.13657283782959,100.0,100.0,2.214477712314533e-09,1.4231405657483265e-05
fede_2f16166fb38b,D,federated,local_epochs,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,25,1.0,iid,0.5,fedavg,1.0,0.0,10000,10000,85.0,2600.0,100100.0,150000.0,True,100.0,87.4404788017273,250000.0,E,init_to_end,0.0,250000.0,1.1690216213464737,0.487769201743448,0.8730159401893616,0.0,84.46428680419922,0.8730159401893616,87.44047546386719,4.787496566772461,0.005842648446559906
fede_2f16166fb38b,D,federated,local_epochs,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,25,1.0,iid,0.5,fedavg,1.0,0.0,10000,10000,85.0,2600.0,100100.0,150000.0,True,100.0,87.4404788017273,250000.0,E,fed_to_twin,250000.0,250000.0,1.6490704421399642,563.8762226549354,50.79365539550781,0.4,52.66864776611328,87.44047546386719,97.62896728515625,0.005842648446559906,6.402731287380448e-06
fede_31ae5e714cc7,D,federated,dirichlet_setups,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,5,1.0,dirichlet,0.1,fedavg,1.0,0.0,50000,10000,85.0,inf,inf,inf,False,54.374998807907104,9.791667014360428,250000.0,dirichlet,init_to_end,0.0,250000.0,0.6442681550979614,0.16745402972683757,0.8730159401893616,0.0,9.236111640930176,0.8730159401893616,9.791666984558105,4.787496566772461,2.907369375228882
fede_31ae5e714cc7,D,federated,dirichlet_setups,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,5,1.0,dirichlet,0.1,fedavg,1.0,0.0,50000,10000,85.0,inf,inf,inf,False,54.374998807907104,9.791667014360428,250000.0,dirichlet,fed_to_twin,250000.0,250000.0,1.5773923977612414,1.0850970209760422,8.81944465637207,0.2,43.30357360839844,9.791666984558105,97.62896728515625,2.907369375228882,6.402731287380448e-06
fede_324575a2ab66,D,federated,e50_long,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,50,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,2500.0,inf,inf,False,100.0,82.30158686637878,2000000.0,E,init_to_end,0.0,2000000.0,1.3401887848973275,0.5528644489990092,0.8730159401893616,0.0,77.63888549804688,0.8730159401893616,82.30158996582031,4.787496566772461,0.060667525976896286
fede_324575a2ab66,D,federated,e50_long,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,50,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,2500.0,inf,inf,False,100.0,82.30158686637878,2000000.0,E,fed_to_twin,200000.0,200000.0,2.074896687653381,62.397997009876704,45.644840240478516,0.4,53.74007797241211,80.97222137451172,97.3511962890625,0.06649882346391678,6.410264177247882e-06
fede_34254d057c4e,E,federated,partitions,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,123,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,8000,10000,90.0,1300.0,5800.0,5800.0,True,100.0,94.43999528884888,40000.0,partition,init_to_end,0.0,40000.0,0.0,0.0,9.4399995803833,0.0,26.920000076293945,9.4399995803833,94.43999481201172,599.0208129882812,0.0004158052324783057
fede_34254d057c4e,E,federated,partitions,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,123,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,8000,10000,90.0,1300.0,5800.0,5800.0,True,100.0,94.43999528884888,40000.0,partition,fed_to_twin,40000.0,40000.0,0.05173627997805852,246.79821433001615,83.15999603271484,0.5,83.15999603271484,94.43999481201172,93.0999984741211,0.0004158052324783057,3.45452690453385e-06
fede_38d96cedf5b2,E,federated,setup_k_ladder,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,456,5,5,1.0,iid,0.5,fedavg,1.0,0.0,4000,10000,90.0,400.0,2800.0,inf,False,100.0,76.75999999046326,20000.0,K,init_to_end,0.0,20000.0,0.0,0.0,9.899999618530273,0.0,26.559999465942383,9.899999618530273,76.76000213623047,770.26806640625,0.0003116512671113014
fede_38d96cedf5b2,E,federated,setup_k_ladder,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,456,5,5,1.0,iid,0.5,fedavg,1.0,0.0,4000,10000,90.0,400.0,2800.0,inf,False,100.0,76.75999999046326,20000.0,K,fed_to_twin,20000.0,20000.0,0.04788912810087709,306.8121264335615,73.0999984741211,0.30000000000000004,78.83999633789062,76.76000213623047,94.33999633789062,0.0003116512671113014,5.210623044149543e-07
fede_3a14afb22644,E,federated,aggregation_alpha2,fl,mnist,mlp,adamw,mse,0.5,4000,200,0.1,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,8000,10000,90.0,600.0,1600.0,inf,False,99.9750018119812,83.39999914169312,30162.0,K,init_to_end,0.0,30162.0,0.0,0.0,10.480000495910645,0.0,22.5,10.480000495910645,83.4000015258789,847.71337890625,0.010500377044081688
fede_3a755a1e4956,E,federated,partitions,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,42,20,5,1.0,label_block,0.5,fedavg,1.0,0.0,8000,10000,90.0,13900.0,inf,inf,False,99.05000329017639,66.25999808311462,40000.0,partition,memo_to_end,12000.0,40000.0,0.21546140164136887,5.067049971008185,10.260000228881836,0.30000000000000004,10.260000228881836,65.55999755859375,66.25999450683594,0.03991309180855751,0.045131027698516846
fede_3a755a1e4956,E,federated,partitions,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,42,20,5,1.0,label_block,0.5,fedavg,1.0,0.0,8000,10000,90.0,13900.0,inf,inf,False,99.05000329017639,66.25999808311462,40000.0,partition,init_to_end,0.0,40000.0,0.0,0.0,7.599999904632568,0.7000000000000001,9.079999923706055,10.119999885559082,66.25999450683594,838.573974609375,0.045131027698516846
fede_3a755a1e4956,E,federated,partitions,,mnist,mlp,adamw,mse,0.5,2000,200,0.1,0.001,42,20,5,1.0,label_block,0.5,fedavg,1.0,0.0,8000,10000,90.0,13900.0,inf,inf,False,99.05000329017639,66.25999808311462,40000.0,partition,fed_to_twin,40000.0,40000.0,0.06354723196341183,2.81567456259351,20.279998779296875,0.4,23.35999870300293,66.25999450683594,95.13999938964844,0.045131027698516846,7.166045634221518e-06
fede_3b99f4fad54d,C,federated,aggregation,fl,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,50,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,25200.0,25100.0,25100.0,True,100.0,100.0,200000.0,K,memo_to_end,20000.0,200000.0,3.4939498363761237,2.4157793602490902,1.3657406568527222,0.4,1.4351850748062134,6.944444179534912,100.0,2.8910529613494873,0.0015537840081378818
fede_3b99f4fad54d,C,federated,aggregation,fl,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,50,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,25200.0,25100.0,25100.0,True,100.0,100.0,200000.0,K,init_to_end,0.0,200000.0,2.728147739055567,1.1370010099312302,0.868055522441864,0.30000000000000004,1.3425925970077515,0.9259259104728699,100.0,4.797294616699219,0.0015537840081378818
fede_3b99f4fad54d,C,federated,aggregation,fl,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,42,50,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,25200.0,25100.0,25100.0,True,100.0,100.0,200000.0,K,fed_to_twin,100000.0,100000.0,4.6470410128195,7220.821011515267,2.3842592239379883,0.5,2.3842592239379883,100.0,100.0,0.001278655487112701,8.46712828206364e-06
fede_3c62f9b5a140,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,20,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,7300.0,7900.0,7900.0,True,100.0,100.0,200000.0,K,init_to_end,0.0,200000.0,2.1767700331080846,0.9078217930082859,0.8055555820465088,0.1,3.9166667461395264,0.9166667461395264,100.0,4.795588493347168,3.5431605738267535e-07
fede_3c62f9b5a140,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,42,20,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,7300.0,7900.0,7900.0,True,100.0,100.0,200000.0,K,fed_to_twin,100000.0,100000.0,4.3925027251827515,8189109.951148199,7.583333492279053,0.5,7.583333492279053,100.0,100.0,3.5557437172428763e-07,7.171924494286941e-07
fede_3e19983eda40,C,federated,partitions,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,123,5,5,1.0,coset,0.5,fedavg,1.0,0.0,40000,10000,85.0,3700.0,4500.0,4500.0,True,100.0,100.0,200000.0,partition,init_to_end,0.0,200000.0,2.178223304410494,0.9078560586845891,0.8333332538604736,0.2,5.266203880310059,1.064814805984497,100.0,4.798606872558594,2.51837627729401e-06
fede_3e19983eda40,C,federated,partitions,,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,123,5,5,1.0,coset,0.5,fedavg,1.0,0.0,40000,10000,85.0,3700.0,4500.0,4500.0,True,100.0,100.0,200000.0,partition,fed_to_twin,100000.0,100000.0,4.554883107673017,1997976.896199443,5.231481552124023,0.5,5.231481552124023,100.0,100.0,8.795820605200788e-08,4.471537067729514e-06
fede_41ac103ce46a,C,federated,aggregation,fl,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,3100.0,8400.0,8400.0,True,100.0,100.0,200000.0,K,init_to_end,0.0,200000.0,2.1397795634344225,0.8918336577435912,0.8912037014961243,0.1,3.5532407760620117,1.064814805984497,100.0,4.798606872558594,8.568166620648299e-09
fede_41ac103ce46a,C,federated,aggregation,fl,s5,transformer,adamw,ce,0.4,1000,256,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,3100.0,8400.0,8400.0,True,100.0,100.0,200000.0,K,fed_to_twin,100000.0,100000.0,4.507308625953103,2010973.5735230474,6.388888359069824,0.5,6.388888359069824,100.0,100.0,1.1175868230850483e-08,4.471537067729514e-06
fede_41ef3397163a,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,2900.0,65200.0,66200.0,True,100.0,90.44643044471741,250000.0,K,init_to_end,0.0,250000.0,1.0465442256187094,0.43713667259586475,0.8730159401893616,0.0,88.37301635742188,0.8730159401893616,90.4464340209961,4.787496566772461,0.0006820108974352479
fede_41ef3397163a,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,2900.0,65200.0,66200.0,True,100.0,90.44643044471741,250000.0,K,fed_to_twin,250000.0,250000.0,1.461768815989899,4246.774773190513,51.646827697753906,0.5,51.646827697753906,90.4464340209961,97.62896728515625,0.0006820108974352479,6.402731287380448e-06
fede_4378c3e28aac,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,2,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,700.0,21800.0,21800.0,True,100.0,96.41865491867065,250000.0,K,init_to_end,0.0,250000.0,0.9004914312334225,0.3761840559653345,0.8730159401893616,0.0,95.21825408935547,0.8730159401893616,96.41865539550781,4.787496566772461,7.937758709886111e-06
fede_4378c3e28aac,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,2,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,700.0,21800.0,21800.0,True,100.0,96.41865491867065,250000.0,K,fed_to_twin,250000.0,250000.0,1.0774854244739345,150271.77239819756,57.757938385009766,0.5,57.757938385009766,96.41865539550781,97.62896728515625,7.937758709886111e-06,6.402731287380448e-06
fede_43b2829d7901,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,50,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,inf,inf,inf,False,76.66666507720947,32.50000178813934,250000.0,K,init_to_end,0.0,250000.0,0.4603650093078615,0.11127894459579762,0.8730159401893616,0.0,23.03571319580078,0.8730159401893616,32.5,4.787496566772461,3.4865756034851074
fede_43b2829d7901,D,federated,aggregation,fl,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,50,5,1.0,iid,0.5,fedavg,1.0,0.0,50000,10000,85.0,inf,inf,inf,False,76.66666507720947,32.50000178813934,250000.0,K,fed_to_twin,250000.0,250000.0,1.392720781206981,0.7989032116404159,22.410715103149414,0.2,57.26190948486328,32.5,97.62896728515625,3.4865756034851074,6.402731287380448e-06
fede_446d604140cb,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,8800.0,9100.0,9100.0,True,100.0,100.0,200000.0,K,init_to_end,0.0,200000.0,2.381371563146593,0.9930268607619901,0.6666666865348816,0.0,2.805555582046509,0.6666666865348816,100.0,4.796187400817871,2.0949363488398376e-07
fede_446d604140cb,C,federated,setup_k_ladder,,s5,transformer,adamw,ce,0.5,1000,256,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,40000,10000,85.0,8800.0,9100.0,9100.0,True,100.0,100.0,200000.0,K,fed_to_twin,100000.0,100000.0,4.445605903870366,1394112.9265031707,13.472223281860352,0.5,13.472223281860352,100.0,100.0,1.7873053081984835e-07,6.198953542480012e-06
fede_454a949e6f1e,E,federated,aggregation_alpha2,fl,mnist,mlp,adamw,mse,0.5,4000,200,0.1,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,8000,10000,90.0,4200.0,inf,inf,False,99.9000072479248,79.83999848365784,25731.5,K,memo_to_end,4000.0,25731.5,0.016048457473516464,1.9180342794963483,78.33999633789062,0.6000000000000001,78.86000061035156,85.43999481201172,79.83999633789062,0.0020766956731677055,0.014657580293715
