id,setup,mode,group,arm,dataset,model,optimizer,loss,alpha,n_train,hidden_width,weight_decay,lr,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,strategy,server_lr,proximal_mu,num_rounds,epochs,grok_threshold,t_memo,t_first_cross,t_grok,grokked,peak_train_acc,final_acc,steps_run,axis,path,step_a,step_b,barrier_train_loss,barrier_rel,min_test_acc_path,min_test_acc_lambda,test_acc_mid,test_acc_start,test_acc_end,train_loss_start,train_loss_end
cent_008bde8c6684,D,centralized,d_internals,,s5,groknet,adamw,ce,0.225,1000,256,1.0,0.001,1011,,,,,,,,,,150000,85.0,200,inf,inf,False,100.0,81.23655915260315,150000.0,centralised,init_to_end,0.0,150000.0,0.9326516354032721,0.3896191978956467,0.9587813019752502,0.0,78.33332824707031,0.9587813019752502,81.23655700683594,4.787497520446777,5.972402504994534e-06
cent_00b37bf30d15,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,8225,8225,True,100.0,99.88095164299011,40000.0,centralised,memo_to_end,500.0,40000.0,1.7964186400944526,34.22012269522258,12.526455879211426,0.0,52.15608596801758,12.526455879211426,99.88095092773438,0.10498446971178055,7.4764652708836365e-06
cent_00b37bf30d15,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,8225,8225,True,100.0,99.88095164299011,40000.0,centralised,init_to_end,0.0,40000.0,0.9259052735399109,0.386801679552956,0.8068783283233643,0.0,99.81481170654297,0.8068783283233643,99.88095092773438,4.7874860763549805,7.4764652708836365e-06
cent_010899c81daf,D,centralized,d_internals,,s5,groknet,adamw,ce,0.2,1000,256,1.0,0.001,456,,,,,,,,,,150000,85.0,200,inf,inf,False,100.0,66.18055701255798,150000.0,centralised,init_to_end,0.0,150000.0,0.932438971740976,0.3895290909158703,0.7986111640930176,0.0,63.22916793823242,0.7986111640930176,66.18055725097656,4.787513256072998,5.794422577309888e-06
cent_0113e534959b,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.06,1000,256,1.0,0.001,42,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.15514184487983584,500000.0,centralised,init_to_end,0.0,500000.0,0.9379055230998121,0.3918167898012196,0.14775413274765015,0.7000000000000001,0.16252954304218292,0.7461583614349365,0.15514184534549713,4.787466526031494,3.2685918540664716e-06
cent_019daf113e5f,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.02,1000,256,1.0,0.001,123,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.43225623667240143,400000.0,centralised,init_to_end,0.0,400000.0,2.0161632367721722,0.8409705402036687,0.43225622177124023,1.0,0.807823121547699,0.9353742003440857,0.43225622177124023,4.7948479652404785,7.015960363787599e-07
cent_05763dcd6cbf,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,275,9950,9950,True,100.0,99.94949698448181,40000.0,centralised,memo_to_end,500.0,40000.0,1.86863144683266,34.20686403017104,7.840909957885742,0.0,45.88383865356445,7.840909957885742,99.94949340820312,0.10924764722585678,7.117851964721922e-06
cent_05763dcd6cbf,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,275,9950,9950,True,100.0,99.94949698448181,40000.0,centralised,init_to_end,0.0,40000.0,0.9261212929891371,0.3868917205591995,0.6818182468414307,0.0,99.81061553955078,0.6818182468414307,99.94949340820312,4.78748893737793,7.117851964721922e-06
cent_065de18b2680,D,centralized,d_internals,,s5,groknet,adamw,ce,0.6,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,975,975,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.800652047393669,36.688877528498246,39.60069274902344,0.30000000000000004,66.94444274902344,43.4375,100.0,0.09815006703138351,7.858132448745891e-06
cent_065de18b2680,D,centralized,d_internals,,s5,groknet,adamw,ce,0.6,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,975,975,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.9241140156223997,0.3860522265090508,0.8159722089767456,0.0,99.96527862548828,0.8159722089767456,100.0,4.787499904632568,7.858132448745891e-06
cent_0827afe57247,D,centralized,d_internals,,s5,groknet,adamw,ce,0.225,1000,256,1.0,0.001,456,,,,,,,,,,150000,85.0,200,inf,inf,False,100.0,80.33154010772705,150000.0,centralised,init_to_end,0.0,150000.0,0.9269973257132733,0.3872560384707859,0.7526881694793701,0.0,77.31182861328125,0.7526881694793701,80.33154296875,4.787510395050049,6.046908310963772e-06
cent_0cb2652417ca,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,7450,7450,True,100.0,99.91666674613953,40000.0,centralised,memo_to_end,500.0,40000.0,1.7433177478111248,32.999481406410275,16.05555534362793,0.0,55.958335876464844,16.05555534362793,99.91666412353516,0.10564970225095749,7.579228167742258e-06
cent_0cb2652417ca,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,7450,7450,True,100.0,99.91666674613953,40000.0,centralised,init_to_end,0.0,40000.0,0.9221048505601632,0.3852140250817083,0.7777777910232544,0.0,99.8888931274414,0.7777777910232544,99.91666412353516,4.7874860763549805,7.579228167742258e-06
cent_109b29b9e761,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.04,1000,256,1.0,0.001,42,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.3472222248092294,400000.0,centralised,init_to_end,0.0,400000.0,1.9526029377141185,0.8138508662834284,0.347222238779068,1.0,0.7016782760620117,0.8608217239379883,0.347222238779068,4.798429012298584,3.280324563093018e-07
cent_1298ac4b35ea,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.006,1000,256,1.0,0.001,456,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.21657117176800966,500000.0,centralised,init_to_end,0.0,500000.0,0.8669299849246275,0.3621673425296441,0.2165711671113968,0.4,0.22355735301971436,0.7545060515403748,0.2165711671113968,4.787454128265381,1.1893198461621068e-06
cent_16b2a4313c7c,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,7775,7775,True,100.0,99.94444847106934,40000.0,centralised,memo_to_end,500.0,40000.0,1.7983329582009902,33.87982857058707,15.805556297302246,0.0,53.236114501953125,15.805556297302246,99.94445037841797,0.10615203529596329,7.472238394257147e-06
cent_16b2a4313c7c,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,7775,7775,True,100.0,99.94444847106934,40000.0,centralised,init_to_end,0.0,40000.0,0.9257454389925446,0.3867335215121484,0.7638888955116272,0.0,99.93055725097656,0.7638888955116272,99.94445037841797,4.787503242492676,7.472238394257147e-06
cent_17edb221f1d2,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,250,16850,16850,True,100.0,98.46153855323792,40000.0,centralised,memo_to_end,500.0,40000.0,1.868165503126147,35.25745995400735,1.6025642156600952,0.0,30.72649574279785,1.6025642156600952,98.46154022216797,0.10596589744091034,6.881401532154996e-06
cent_17edb221f1d2,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,250,16850,16850,True,100.0,98.46153855323792,40000.0,centralised,init_to_end,0.0,40000.0,0.9325092175467038,0.38955989986553946,0.7371795177459717,0.0,97.59615325927734,0.7371795177459717,98.46154022216797,4.78749418258667,6.881401532154996e-06
cent_1b6de435a5d3,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.03,1000,256,1.0,0.001,42,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.07159221568144858,500000.0,centralised,init_to_end,0.0,500000.0,0.9342679218293828,0.39029622232753886,0.06443299353122711,0.7000000000000001,0.09306987375020981,0.7445589900016785,0.07159221917390823,4.787478923797607,2.3193354081740836e-06
cent_1bfab7d6a293,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,250,11975,11975,True,100.0,99.75694417953491,40000.0,centralised,memo_to_end,500.0,40000.0,1.8044780654072383,33.598983162247016,3.993055582046509,0.0,42.59259033203125,3.993055582046509,99.75694274902344,0.1074056550860405,7.004201506788377e-06
cent_1bfab7d6a293,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,250,11975,11975,True,100.0,99.75694417953491,40000.0,centralised,init_to_end,0.0,40000.0,0.9276707140624243,0.3875381974460512,0.7638888955116272,0.0,99.66434478759766,0.7638888955116272,99.75694274902344,4.787498950958252,7.004201506788377e-06
cent_23650b82b225,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.2,1000,256,1.0,0.001,123,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.6684028077870607,400000.0,centralised,init_to_end,0.0,400000.0,2.6083331617901426,1.0871393166680343,0.6684027910232544,0.9,1.1458333730697632,0.9982638955116272,0.6684027910232544,4.798515319824219,1.07233408925822e-05
cent_2e9302be2b81,D,centralized,d_internals,,s5,groknet,adamw,ce,0.575,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,1125,1125,True,100.0,99.98366236686707,40000.0,centralised,memo_to_end,500.0,40000.0,1.6110769331569827,32.33354757143585,37.33660125732422,0.0,70.08169555664062,37.33660125732422,99.9836654663086,0.09964597970247269,7.603288850077661e-06
cent_2e9302be2b81,D,centralized,d_internals,,s5,groknet,adamw,ce,0.575,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,1125,1125,True,100.0,99.98366236686707,40000.0,centralised,init_to_end,0.0,40000.0,0.9208273012277006,0.3846797073409728,0.8496732711791992,0.0,99.9836654663086,0.8496732711791992,99.9836654663086,4.787493705749512,7.603288850077661e-06
cent_2fcf3210ce90,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,1775,5850,True,100.0,99.9707579612732,40000.0,centralised,memo_to_end,500.0,40000.0,1.8287130750315554,35.505323492940896,21.66666603088379,0.0,56.885963439941406,21.66666603088379,99.97075653076172,0.10300309211015701,7.549400834250264e-06
cent_2fcf3210ce90,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,1775,5850,True,100.0,99.9707579612732,40000.0,centralised,init_to_end,0.0,40000.0,0.9239028693807998,0.3859636598135645,0.7748537659645081,0.0,99.98538208007812,0.7748537659645081,99.97075653076172,4.78750467300415,7.549400834250264e-06
cent_32c2628ea5ab,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,17600,17600,True,100.0,98.38675260543823,40000.0,centralised,memo_to_end,500.0,40000.0,1.8357684045278801,35.010368641974964,1.9337607622146606,0.0,33.012821197509766,1.9337607622146606,98.38674926757812,0.10486316680908203,6.817469056841219e-06
cent_32c2628ea5ab,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,17600,17600,True,100.0,98.38675260543823,40000.0,centralised,init_to_end,0.0,40000.0,0.9262590936752986,0.3869486951065813,1.004273533821106,0.0,97.72435760498047,1.004273533821106,98.38674926757812,4.787496566772461,6.817469056841219e-06
cent_32e218b81761,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,12575,12575,True,100.0,99.40972328186035,40000.0,centralised,memo_to_end,500.0,40000.0,1.8370803344445448,33.8812353347533,3.506944417953491,0.0,37.90509033203125,3.506944417953491,99.40972137451172,0.10843519866466522,7.148038093873765e-06
cent_32e218b81761,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,12575,12575,True,100.0,99.40972328186035,40000.0,centralised,init_to_end,0.0,40000.0,0.9262631429878638,0.38694962773972014,0.7407407164573669,0.0,98.9467544555664,0.7407407164573669,99.40972137451172,4.787505626678467,7.148038093873765e-06
cent_335475a6cc24,D,centralized,d_internals,,s5,groknet,adamw,ce,0.25,1000,256,1.0,0.001,789,,,,,,,,,,150000,85.0,225,38300,38300,True,100.0,89.47222232818604,150000.0,centralised,init_to_end,0.0,150000.0,0.9313475732566534,0.38907436656719013,0.8333333730697632,0.0,87.58333587646484,0.8333333730697632,89.47222137451172,4.7874979972839355,6.15763610767317e-06
cent_341c8b95d026,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.008,1000,256,1.0,0.001,456,,,,,,,,,,400000,85.0,800,inf,inf,False,99.99999403953552,0.6020301021635532,400000.0,centralised,init_to_end,0.0,400000.0,1.8541367458260964,0.7742471568210096,0.574028730392456,0.8,0.7980399131774902,0.7770388722419739,0.6020300984382629,4.789521217346191,3.959820844556816e-07
cent_34873aeba122,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,400,200,0.1,0.001,456,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,87.91999816894531,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,10.219999313354492,0.0,14.5,10.219999313354492,87.91999816894531,778.2473754882812,3.544738319760654e-06
cent_37cc911f7d63,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,14800,14800,True,100.0,98.61111044883728,40000.0,centralised,memo_to_end,500.0,40000.0,1.843705369342024,34.412419456757405,2.644444465637207,0.0,34.9555549621582,2.644444465637207,98.6111068725586,0.10714647173881531,7.0151968429854605e-06
cent_37cc911f7d63,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,14800,14800,True,100.0,98.61111044883728,40000.0,centralised,init_to_end,0.0,40000.0,0.9290605480288381,0.3881192305471607,1.0444444417953491,0.0,97.8888931274414,1.0444444417953491,98.6111068725586,4.787493705749512,7.0151968429854605e-06
cent_3886071021f7,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,1000,200,0.1,0.001,42,,,,,,,,,,80000,90.0,320,1760,1760,True,100.0,92.53999590873718,80000.0,centralised,init_to_end,0.0,80000.0,4.973799150320701e-14,1.1936884817025854e-16,9.680000305175781,0.0,25.299999237060547,9.680000305175781,92.53999328613281,833.349609375,1.0208184875182269e-07
cent_3b8c777814a5,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,8275,8325,True,100.0,99.92063641548157,40000.0,centralised,memo_to_end,500.0,40000.0,1.7706651840835548,32.949177860883815,10.502645492553711,0.0,51.13756561279297,10.502645492553711,99.92063903808594,0.10747113823890686,7.427178388752509e-06
cent_3b8c777814a5,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,8275,8325,True,100.0,99.92063641548157,40000.0,centralised,init_to_end,0.0,40000.0,0.9248412738911611,0.386355960816046,0.7671957612037659,0.0,99.77513885498047,0.7671957612037659,99.92063903808594,4.787501335144043,7.427178388752509e-06
cent_40056e675fd0,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,1000,200,0.1,0.001,123,,,,,,,,,,80000,90.0,320,1760,1760,True,100.0,92.69999861717224,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,9.859999656677246,0.0,28.279998779296875,9.859999656677246,92.69999694824219,601.2853393554688,6.2430995058093686e-06
cent_40780dc7fb37,D,centralized,d_internals,,s5,groknet,adamw,ce,0.275,1000,256,1.0,0.001,456,,,,,,,,,,150000,85.0,225,23600,23600,True,100.0,93.62069368362427,150000.0,centralised,init_to_end,0.0,150000.0,0.9306220167669386,0.3887702810531229,0.7183908224105835,0.0,92.04023742675781,0.7183908224105835,93.62069702148438,4.787509918212891,6.320147804217413e-06
cent_41dda392e3a2,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,11375,11375,True,100.0,99.51690435409546,40000.0,centralised,memo_to_end,500.0,40000.0,1.7697584335499414,32.60704304343867,4.698067665100098,0.0,43.973426818847656,4.698067665100098,99.51690673828125,0.10854338854551315,7.296727744687814e-06
cent_41dda392e3a2,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,11375,11375,True,100.0,99.51690435409546,40000.0,centralised,init_to_end,0.0,40000.0,0.9240975901107049,0.3860452561561424,0.7487922310829163,0.0,99.22705078125,0.7487922310829163,99.51690673828125,4.787501811981201,7.296727744687814e-06
cent_420c6d6d31a1,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.02,1000,256,1.0,0.001,456,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.538548780605197,400000.0,centralised,init_to_end,0.0,400000.0,1.8106340780441315,0.7563998272106701,0.5385487675666809,1.0,0.807823121547699,0.7794784903526306,0.5385487675666809,4.78750467300415,5.931487976340577e-07
cent_438de0f2a08d,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,8625,8625,True,100.0,99.78836178779602,40000.0,centralised,memo_to_end,500.0,40000.0,1.7331865132155144,32.559080274010185,11.97089958190918,0.0,49.100528717041016,11.97089958190918,99.78836059570312,0.10645659267902374,7.502659627789399e-06
cent_438de0f2a08d,D,centralized,d_internals,,s5,groknet,adamw,ce,0.475,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,8625,8625,True,100.0,99.78836178779602,40000.0,centralised,init_to_end,0.0,40000.0,0.9222425841020145,0.3852713398967163,1.0449734926223755,0.0,99.65608978271484,1.0449734926223755,99.78836059570312,4.78748893737793,7.502659627789399e-06
cent_43a0ee49f8e8,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,400,200,0.1,0.001,42,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,87.03999519348145,80000.0,centralised,init_to_end,0.0,80000.0,5.684341886080802e-14,1.361292541076433e-16,9.279999732971191,0.0,21.259998321533203,9.279999732971191,87.03999328613281,835.138916015625,5.982002448945423e-08
cent_4461ea9cad04,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,9650,9650,True,100.0,99.84849095344543,40000.0,centralised,memo_to_end,500.0,40000.0,1.8611706583193155,34.87672915191979,7.929293155670166,0.0,45.59343719482422,7.929293155670166,99.8484878540039,0.10672120749950409,7.301943696802482e-06
cent_4461ea9cad04,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,9650,9650,True,100.0,99.84849095344543,40000.0,centralised,init_to_end,0.0,40000.0,0.9281623869010218,0.3877431468383128,0.7575757503509521,0.0,99.59596252441406,0.7575757503509521,99.8484878540039,4.787504196166992,7.301943696802482e-06
cent_46ab73b46e81,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,12900,12900,True,100.0,99.27083253860474,40000.0,centralised,memo_to_end,500.0,40000.0,1.8371054419078063,34.23264911474616,3.8888885974884033,0.0,38.66897964477539,3.8888885974884033,99.27083587646484,0.10732343792915344,7.165422630350804e-06
cent_46ab73b46e81,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,250,12900,12900,True,100.0,99.27083253860474,40000.0,centralised,init_to_end,0.0,40000.0,0.9265297851113701,0.3870620193400825,1.0300925970077515,0.0,98.70369720458984,1.0300925970077515,99.27083587646484,4.7874932289123535,7.165422630350804e-06
cent_47c375aab381,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,6150,6150,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.7846629543802919,34.03727951270345,21.38888931274414,0.0,57.30994415283203,21.38888931274414,100.0,0.10485760122537613,7.592464044137159e-06
cent_47c375aab381,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,6150,6150,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.9226199260876911,0.3854290459005454,1.0380116701126099,0.0,99.94152069091797,1.0380116701126099,100.0,4.787487983703613,7.592464044137159e-06
cent_48ee4c309f5e,D,centralized,d_internals,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,21300,21300,True,100.0,93.80952715873718,40000.0,centralised,memo_to_end,500.0,40000.0,1.872226943880014,37.61141699091244,0.9523810148239136,0.0,24.543649673461914,0.9523810148239136,93.80952453613281,0.09954961389303207,6.6960610638489015e-06
cent_48ee4c309f5e,D,centralized,d_internals,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,21300,21300,True,100.0,93.80952715873718,40000.0,centralised,init_to_end,0.0,40000.0,0.9281300960553382,0.38772881808026893,0.7440476417541504,0.0,92.06349182128906,0.7440476417541504,93.80952453613281,4.787515163421631,6.6960610638489015e-06
cent_4d9b6d2373af,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,275,1700,5425,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.7851589387968487,34.651457509904645,23.552631378173828,0.0,60.89181137084961,23.552631378173828,100.0,0.10302774608135223,7.396858109132154e-06
cent_4d9b6d2373af,D,centralized,d_internals,,s5,groknet,adamw,ce,0.525,1000,256,1.0,0.001,42,,,,,,,,,,40000,85.0,275,1700,5425,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.9247810107704484,0.38633186552002174,0.628654956817627,0.0,100.0,0.628654956817627,100.0,4.787487983703613,7.396858109132154e-06
cent_52c9305d9aa7,D,centralized,d_internals,,s5,groknet,adamw,ce,0.25,1000,256,1.0,0.001,123,,,,,,,,,,150000,85.0,225,31975,31975,True,100.0,88.73147964477539,150000.0,centralised,init_to_end,0.0,150000.0,0.9309550274474532,0.3889101428456769,0.8611111044883728,0.0,86.21295928955078,0.8611111044883728,88.73147583007812,4.787500858306885,6.202504664543085e-06
cent_5740588df962,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,9500,9500,True,100.0,99.84849095344543,40000.0,centralised,memo_to_end,500.0,40000.0,1.7818784897903241,32.935747379451314,8.282828330993652,0.0,47.411617279052734,8.282828330993652,99.8484878540039,0.10819600522518158,7.307683517865371e-06
cent_5740588df962,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,9500,9500,True,100.0,99.84849095344543,40000.0,centralised,init_to_end,0.0,40000.0,0.925395537568602,0.3865890178956291,0.8080808520317078,0.0,99.63384246826172,0.8080808520317078,99.8484878540039,4.787482738494873,7.307683517865371e-06
cent_5758c5deaec1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,19475,19475,True,100.0,96.93415760993958,40000.0,centralised,memo_to_end,500.0,40000.0,1.834663657444071,36.085464392185415,1.1728395223617554,0.0,29.24897003173828,1.1728395223617554,96.93415832519531,0.10167758166790009,6.777303042326821e-06
cent_5758c5deaec1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,19475,19475,True,100.0,96.93415760993958,40000.0,centralised,init_to_end,0.0,40000.0,0.931309669537359,0.3890591405287825,0.8333333730697632,0.0,95.83332824707031,0.8333333730697632,96.93415832519531,4.787489891052246,6.777303042326821e-06
cent_59f65a1ece20,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.008,1000,256,1.0,0.001,42,,,,,,,,,,400000,85.0,800,inf,inf,False,99.99999403953552,0.44102207757532597,400000.0,centralised,init_to_end,0.0,400000.0,2.164518892039445,0.9014982419643089,0.4410220682621002,1.0,0.8540427088737488,0.8470423221588135,0.4410220682621002,4.8020477294921875,2.1975969843879284e-07
cent_5c17fb355642,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.15,1000,256,1.0,0.001,456,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,11.919935047626495,500000.0,centralised,init_to_end,0.0,500000.0,0.9357042996792648,0.39089382563495845,0.7843137979507446,0.0,11.102941513061523,0.7843137979507446,11.91993522644043,4.787506103515625,5.176097602088703e-06
cent_600341da76fc,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.03,1000,256,1.0,0.001,456,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.07875143783167005,500000.0,centralised,init_to_end,0.0,500000.0,0.9311465097806604,0.3889905702514884,0.07875143736600876,0.8,0.08591065555810928,0.7660366892814636,0.07875143736600876,4.78749942779541,2.280426770084887e-06
cent_61a664e499c5,D,centralized,d_internals,,s5,groknet,adamw,ce,0.6,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,1000,1000,True,100.0,99.9826431274414,40000.0,centralised,memo_to_end,500.0,40000.0,1.662024006548745,33.525245723551855,43.42013931274414,0.2,69.32292175292969,45.01736068725586,99.9826431274414,0.09914275258779526,7.840983016649261e-06
cent_61a664e499c5,D,centralized,d_internals,,s5,groknet,adamw,ce,0.6,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,1000,1000,True,100.0,99.9826431274414,40000.0,centralised,init_to_end,0.0,40000.0,0.9183259329223805,0.38363480696125085,0.8680555820465088,0.0,99.96527862548828,0.8680555820465088,99.9826431274414,4.787492752075195,7.840983016649261e-06
cent_62a08d85af18,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,19450,19450,True,100.0,96.85184955596924,40000.0,centralised,memo_to_end,500.0,40000.0,1.9064236985592289,37.98585018422112,1.3991769552230835,0.0,27.19135856628418,1.3991769552230835,96.85185241699219,0.10036870092153549,6.764643330825493e-06
cent_62a08d85af18,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,19450,19450,True,100.0,96.85184955596924,40000.0,centralised,init_to_end,0.0,40000.0,0.9339395733139102,0.3901569805876288,0.8641974925994873,0.0,95.67901611328125,0.8641974925994873,96.85185241699219,4.787499904632568,6.764643330825493e-06
cent_646c9357594a,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.006,1000,256,1.0,0.001,123,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.19561268854886293,500000.0,centralised,init_to_end,0.0,500000.0,0.8673738062384135,0.36233484775159763,0.19561268389225006,1.0,0.2654743492603302,0.8802570104598999,0.19561268389225006,4.78769063949585,1.251696744475339e-06
