id,setup,mode,group,arm,dataset,model,optimizer,loss,alpha,n_train,hidden_width,weight_decay,lr,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,strategy,server_lr,proximal_mu,num_rounds,epochs,grok_threshold,t_memo,t_first_cross,t_grok,grokked,peak_train_acc,final_acc,steps_run,axis,step,twin_step,tw_step_gap,twin_id,tw_rel_dist,tw_cos,tw_first_rel_dist,tw_pred_agree_te,tw_twin_acc_te,tw_fed_acc_te,tw_cka_te,tw_pred_agree_grid,tw_clock_key_jaccard,tw_clock_energy_cos,tw_irrep_same_dominant,tw_irrep_frac_cos
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,30000.0,30000,0.0,cent_addition_6172f0f23c2c,1.0542539358139038,0.5072202086448669,1.1055481433868408,0.05554768443107605,99.75910949707031,5.526427745819092,0.14011545894836605,0.291104257106781,0.7297297297297297,0.77741795563721,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,40000.0,40000,0.0,cent_addition_6172f0f23c2c,1.150171160697937,0.39288461208343506,1.1951730251312256,0.1394360214471817,100.0,13.943602561950684,0.12325678733378054,0.35423532128334045,0.48936170212765956,0.6462569557311275,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,45000.0,44000,0.022222222222222223,cent_addition_6172f0f23c2c,1.166860580444336,0.3686000406742096,1.2091668844223022,0.2057531625032425,100.0,20.575315475463867,0.1312663846831351,0.40418750047683716,0.48936170212765956,0.6235974364921727,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,50000.0,50000,0.0,cent_addition_6172f0f23c2c,1.1767492294311523,0.34524768590927124,1.2173281908035278,0.2950262129306793,100.0,29.502620697021484,0.14354079178991666,0.4712509512901306,0.5319148936170213,0.6403578293949371,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,55000.0,54000,0.01818181818181818,cent_addition_6172f0f23c2c,1.1773372888565063,0.33699026703834534,1.21565842628479,0.4163242280483246,100.0,41.632423400878906,0.14910302917371976,0.5622276663780212,0.5319148936170213,0.6664397393864279,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,60000.0,60000,0.0,cent_addition_6172f0f23c2c,1.1761029958724976,0.3282645642757416,1.2123926877975464,0.5353549718856812,100.0,53.53549575805664,0.15244051751468227,0.6515039205551147,0.5531914893617021,0.698759440975987,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,65000.0,64000,0.015384615384615385,cent_addition_6172f0f23c2c,1.1735635995864868,0.32605960965156555,1.2077299356460571,0.6794672012329102,100.0,67.94671630859375,0.15361542987501822,0.7595918774604797,0.574468085106383,0.7251401312965587,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,70000.0,70000,0.0,cent_addition_6172f0f23c2c,1.1703630685806274,0.32298246026039124,1.2024427652359009,0.8232960104942322,100.0,82.32959747314453,0.15380976185011344,0.8674673438072205,0.5957446808510638,0.7448281787623945,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,75000.0,74000,0.013333333333333334,cent_addition_6172f0f23c2c,1.168140172958374,0.3221820294857025,1.1978025436401367,0.9148363471031189,100.0,91.48363494873047,0.15372508276259475,0.9361249804496765,0.6170212765957447,0.7775984131999353,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,80000.0,80000,0.0,cent_addition_6172f0f23c2c,1.166106939315796,0.32001447677612305,1.193198800086975,0.9713759422302246,100.0,97.1375961303711,0.15283508083843614,0.9785312414169312,0.6382978723404256,0.8135828169619393,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,85000.0,84000,0.011764705882352941,cent_addition_6172f0f23c2c,1.1661564111709595,0.31829676032066345,1.1904983520507812,0.9909310340881348,100.0,99.09310150146484,0.15231252855063104,0.993198037147522,0.6595744680851063,0.8439111928503695,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,90000.0,90000,0.0,cent_addition_6172f0f23c2c,1.167259931564331,0.314543217420578,1.1888108253479004,0.9974493384361267,100.0,99.74493408203125,0.1510419683000195,0.9980869889259338,0.6458333333333334,0.870294657470293,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,95000.0,94000,0.010526315789473684,cent_addition_6172f0f23c2c,1.1699198484420776,0.3111172318458557,1.1886900663375854,0.9995748996734619,100.0,99.95748901367188,0.15027341154778293,0.9996811747550964,0.723404255319149,0.8950214717753352,,
fede_addition_01ff7f831825,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,97,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,17300.0,77300.0,77500.0,True,100.0,100.0,100000.0,K,100000.0,100000,0.0,cent_addition_6172f0f23c2c,1.1717088222503662,0.3076592683792114,1.1879494190216064,1.0,100.0,100.0,0.14932707492849367,1.0,0.7083333333333334,0.9199450283871047,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,9999.999999999409,10000,5.911715561524383e-14,cent_addition_9b51d36f9af0,1.100933313369751,0.5484152436256409,1.135115385055542,0.02267252467572689,2.2672524452209473,99.98583221435547,0.2098025461598293,0.2669784426689148,0.7073170731707317,0.817219821731582,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,19999.840561216617,20000,7.972002721467687e-06,cent_addition_9b51d36f9af0,1.1492078304290771,0.493115097284317,1.1668623685836792,0.653252124786377,65.32521057128906,99.98583221435547,0.21982800278765596,0.7399298548698425,0.6976744186046512,0.7131663194959688,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,29999.987244882817,30000,4.251707535260287e-07,cent_addition_9b51d36f9af0,1.0636394023895264,0.5511355400085449,1.0795577764511108,0.9990081191062927,100.0,99.90081024169922,0.2450047974231123,0.9992560744285583,0.8,0.9233723317129517,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,39999.87457483382,40000,3.1356389867317863e-06,cent_addition_9b51d36f9af0,1.0434916019439697,0.5493878722190857,1.0581001043319702,0.9990081191062927,100.0,99.90081024169922,0.2805385591219387,0.9992560744285583,0.8695652173913043,0.991320301861718,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,44999.88307824973,44000,0.022219681693640126,cent_addition_9b51d36f9af0,1.0424762964248657,0.5431654453277588,1.0541340112686157,0.9990081191062927,100.0,99.90081024169922,0.2938262272724578,0.9992560744285583,0.8695652173913043,0.9953649847911913,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,49999.719387788085,50000,5.61227573575333e-06,cent_addition_9b51d36f9af0,1.040043830871582,0.5353368520736694,1.0492080450057983,0.9990081191062927,100.0,99.90081024169922,0.3061470674729857,0.9992560744285583,0.8913043478260869,0.9982911222607609,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,54999.781037462504,54000,0.018177909413521376,cent_addition_9b51d36f9af0,1.0392893552780151,0.5307478308677673,1.0463200807571411,0.9990081191062927,100.0,99.90081024169922,0.31399928852339165,0.9992560744285583,0.8913043478260869,0.9991068463871122,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,59999.74489802127,60000,4.251717722491857e-06,cent_addition_9b51d36f9af0,1.037513017654419,0.5254588723182678,1.042855143547058,0.9988663792610168,100.0,99.88663482666016,0.32070148922054587,0.9991497993469238,0.8913043478260869,0.9996209336425282,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,64999.651360620854,64000,0.015379334191728891,cent_addition_9b51d36f9af0,1.0370287895202637,0.5224218964576721,1.0406826734542847,0.9988663792610168,100.0,99.88663482666016,0.3262024650874968,0.9991497993469238,0.8913043478260869,0.999761056775354,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,69999.65348648574,70000,4.950217565410641e-06,cent_addition_9b51d36f9af0,1.035654902458191,0.5189657807350159,1.0378367900848389,0.9988663792610168,100.0,99.88663482666016,0.3309100096413048,0.9991497993469238,0.9130434782608695,0.999867476498359,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,74999.5854592894,74000,0.013327879789842156,cent_addition_9b51d36f9af0,1.0352849960327148,0.5169413089752197,1.036069631576538,0.9988663792610168,100.0,99.88663482666016,0.3356628212380404,0.9991497993469238,0.9130434782608695,0.9999036206487341,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,79999.4770409366,80000,6.537031024959507e-06,cent_addition_9b51d36f9af0,1.033974289894104,0.5146190524101257,1.033463716506958,0.9988663792610168,100.0,99.88663482666016,0.34056261623880596,0.9991497993469238,0.8723404255319149,0.9999360529216922,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,84999.43239809401,84000,0.011758106729621182,cent_addition_9b51d36f9af0,1.033649206161499,0.5131784081459045,1.0319538116455078,0.9987246990203857,100.0,99.87246704101562,0.3452240454527716,0.9990434646606445,0.8723404255319149,0.9999482650572011,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,89999.41751715618,90000,6.472073485462872e-06,cent_addition_9b51d36f9af0,1.0325082540512085,0.5115127563476562,1.029707908630371,0.9987246990203857,100.0,99.87246704101562,0.34991059139210434,0.9990434646606445,0.8723404255319149,0.9999600014641692,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,94999.39625866733,94000,0.01052002747413407,cent_addition_9b51d36f9af0,1.0322072505950928,0.5104256868362427,1.0284157991409302,0.9985829591751099,100.0,99.8582992553711,0.35403385226052464,0.99893718957901,0.8723404255319149,0.9999653305226933,,
fede_addition_05d53f6a9a1f,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,42,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9681122448994,7700.008503401997,7700.008503401997,True,100.0,99.85829591751099,99999.40688793358,f,99999.40688793358,100000,5.931155842573321e-06,cent_addition_9b51d36f9af0,1.0313316583633423,0.5091381669044495,1.0266549587249756,0.9985829591751099,100.0,99.8582992553711,0.35793523497694946,0.99893718957901,0.8723404255319149,0.9999709124690571,,
fede_addition_0688b9000034,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,20,5,1.0,dirichlet_sizes,0.01,fedavg,1.0,0.0,20000,10000,95.0,3200.0,32100.0,32100.0,True,100.0,100.0,100000.0,dirichlet,10000.0,10000,0.0,cent_addition_6172f0f23c2c,0.10851392149925232,0.9942882061004639,0.10779653489589691,0.8087006211280823,1.5162250995635986,1.1903074979782104,0.9813209643421471,0.8565203547477722,0.9210526315789473,0.9974892987340943,,
fede_addition_0688b9000034,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,20,5,1.0,dirichlet_sizes,0.01,fedavg,1.0,0.0,20000,10000,95.0,3200.0,32100.0,32100.0,True,100.0,100.0,100000.0,dirichlet,20000.0,20000,0.0,cent_addition_6172f0f23c2c,0.2736493647098541,0.9633188843727112,0.2747851610183716,0.5369136929512024,38.03316116333008,18.662321090698242,0.8927526613404209,0.6526730060577393,0.8,0.987805909936844,,
fede_addition_0688b9000034,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,20,5,1.0,dirichlet_sizes,0.01,fedavg,1.0,0.0,20000,10000,95.0,3200.0,32100.0,32100.0,True,100.0,100.0,100000.0,dirichlet,30000.0,30000,0.0,cent_addition_6172f0f23c2c,0.46330416202545166,0.8946807980537415,0.46824750304222107,0.8852203488349915,99.75910949707031,88.42284393310547,0.7915329054111157,0.9139122366905212,0.8235294117647058,0.9567055269944813,,
fede_addition_0688b9000034,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,20,5,1.0,dirichlet_sizes,0.01,fedavg,1.0,0.0,20000,10000,95.0,3200.0,32100.0,32100.0,True,100.0,100.0,100000.0,dirichlet,40000.0,40000,0.0,cent_addition_6172f0f23c2c,0.6333450078964233,0.8055511116981506,0.6438601613044739,1.0,100.0,100.0,0.7492891085878493,1.0,0.7272727272727273,0.9415650673750415,,
