id,setup,mode,group,axis,point,x,step,train_acc,test_acc,train_loss,test_loss,weight_norm_layer1,weight_norm_layer2,weight_norm_total,weight_norm_first,weight_norm_last,ipr,coset_accuracy,coset_purity,grad_norm_layer1,grad_norm_layer2,circ_share_interaction,circ_share_marginal,circ_acc_interaction,circ_acc_marginal,circ_units,irrep_structure_u,irrep_structure_v,embed_ipr,mean_client_drift,client_weight_divergence
cent_002bcf47b251,D,centralized,central_anchor,centralised,32,2.205886623583225,17205.915663949156,100.0,98.96080198830394,3.5417833700601444e-05,0.07238249145870068,105.67706889800519,72.10012286591699,127.92994427131735,105.67706889800519,72.10012286591699,,0.9922468963211802,0.9973404915728361,9.534806252079989e-06,6.9375896217472785e-06,,,,,,,,,,
cent_002bcf47b251,D,centralized,central_anchor,centralised,33,2.5551298429342286,19930.01277488698,100.0,99.67083691228996,1.6669585355282745e-05,0.03167653766255405,105.84454930324019,72.80199568844439,128.4647782072277,105.84454930324019,72.80199568844439,,0.9975417016615042,0.9991646130184327,4.6477184766511855e-06,3.390632034266615e-06,,,,,,,,,,
cent_002bcf47b251,D,centralized,central_anchor,centralised,34,2.9596663964750576,23085.39789250545,100.0,99.8888909816742,9.987773162881717e-06,0.018398431715331637,105.61648806499151,72.99144833669914,128.38455547098974,105.61648806499151,72.99144833669914,,0.9990277886390686,0.9998609759488392,2.8550041835182124e-06,2.088804792226629e-06,,,,,,,,,,
cent_002bcf47b251,D,centralized,central_anchor,centralised,35,3.4282505065826254,26740.353951344478,100.0,99.93884416183039,8.031122169271078e-06,0.014773172343335741,105.18411825048116,72.80875769575287,127.92503246104735,105.18411825048116,72.80875769575287,,0.99958336353302,0.9998049826992573,2.3249016350699896e-06,1.702270889318817e-06,,,,,,,,,,
cent_002bcf47b251,D,centralized,central_anchor,centralised,36,3.971022392889162,30973.974664535464,100.0,99.91666674613953,7.603567154085961e-06,0.013879317682213739,104.92147946569915,72.65322066340099,127.62055996606826,104.92147946569915,72.65322066340099,,0.9993056058883667,0.9998610145934677,2.2106713063320125e-06,1.619241552242473e-06,,,,,,,,,,
cent_002bcf47b251,D,centralized,central_anchor,centralised,37,4.599727707922418,35877.87612179486,100.0,99.91666674613953,7.5077361129799035e-06,0.012914456688052713,104.84681175013077,72.59169911067914,127.52414953241376,104.84681175013077,72.59169911067914,,0.99958336353302,0.9995831596498541,2.186019551866882e-06,1.6026480406224755e-06,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,0,0.020000000000000004,12.000000000000002,5.110740795731545,0.63777781650424,4.751303977966309,4.790008716583252,18.981409606933596,3.053411321640015,19.579641690068858,18.981409606933596,3.053411321640015,,0.1968222314119339,0.03242519875701198,0.0022509312909096482,0.0034418046846985823,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,1,0.02316646572509421,13.899879435056526,5.793817832794184,0.6419997709065977,4.745573923862879,4.790405315980472,19.43908045552418,3.4276730061124954,20.12968877188218,19.43908045552418,3.4276730061124954,,0.19675890187472345,0.032653070813228456,0.002587637749342389,0.003735746528615534,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,2,0.026834256709598235,16.100554025758942,6.585041871129709,0.6468901590043541,4.738936668763377,4.790864706297587,19.969211256886613,3.8611890303898826,20.766821115283,19.969211256886613,3.8611890303898826,,0.19668554579706488,0.03291702032223074,0.002977652680777387,0.004076226211229187,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,3,0.031082744416064338,18.6496466496386,7.501535099378237,0.6525548094168083,4.731248581624811,4.791396828799381,20.583274108865584,4.363340736274942,21.504826345070207,20.583274108865584,4.363340736274942,,0.19660057574412462,0.03322275918490358,0.003429416057845579,0.004470611756097195,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,4,0.036003866657830896,21.602319994698536,8.563130547353262,0.6591163058980464,4.722343291265455,4.792013198684349,21.29455740953681,4.944994750434134,22.35967498811048,21.29455740953681,4.944994750434134,,0.19650215295316964,0.03357690362905057,0.003952704097380733,0.004927437716480059,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,5,0.04170411714497507,25.022470286985044,9.792801275324733,0.6667166400649427,4.712028086071354,4.792727154275053,22.1184534198284,5.618738139578252,23.349866077567274,22.1184534198284,5.618738139578252,,0.1963881475425083,0.03398711738540375,0.004558840818992878,0.005456589864157204,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,6,0.04830685002171894,28.984110013031362,11.21715751395987,0.675520284113776,4.7000797436925295,4.793554145661118,23.0727913540015,6.399150796184053,24.496827474327,23.0727913540015,6.399150796184053,,0.19625609242058023,0.03446227753172966,0.005260943098290314,0.006069519118783331,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,7,0.05595494926577091,33.57296955946254,12.86702251309312,0.6857177500194374,4.686239700482995,4.7945120690411285,24.178223206110413,7.303120949218453,25.825379568629014,24.178223206110413,7.303120949218453,,0.19610312989778175,0.03501266659391915,0.006074204517733043,0.006779489347243517,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,8,0.06481392071574335,38.88835242944601,14.778099560765773,0.6975297122387534,4.670208456150618,4.795621653998643,25.458670661775844,8.350210627557434,27.3642723964615,25.458670661775844,8.350210627557434,,0.1959259498457,0.035650195061153134,0.007016224157686115,0.0076018643954165275,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,9,0.07507547363851208,45.04528418310725,16.991744606911908,0.7112117831337479,4.651639092532788,4.79690691209301,26.94184276649871,9.563078984774428,29.146807793990234,26.94184276649871,9.563078984774428,,0.1957207180655139,0.03638865913040053,0.008107387442753035,0.008554440563750165,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,10,0.0869616693420902,52.17700160525412,19.55586121136536,0.727060044455608,4.630129766243324,4.798395656472563,28.659835552922612,10.967972646100371,31.21156005352106,28.659835552922612,10.967972646100371,,0.1954829933154448,0.0372440392578722,0.009371307284952238,0.009657831721462303,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,11,0.10072972661052543,60.437835966315255,22.525937182976154,0.7454174545913683,4.6052150127305875,4.800120103754679,30.649826603055033,12.59529368872585,33.603210676082654,30.649826603055033,12.59529368872585,,0.19520763120172072,0.038234845978122156,0.010835335070130953,0.010935915393287818,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,12,0.1166775879510424,70.00655277062543,25.966245342838526,0.7666812702269479,4.576355673565488,4.802117571197473,32.95487957586189,14.480257546611236,36.37351528478132,32.95487957586189,14.480257546611236,,0.19488867285324177,0.03938252047436534,0.012531152545427368,0.012416349472145236,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,13,0.1351503671077244,81.09022026463464,29.951234396299192,0.7913116430322666,4.542927228984632,4.804431284249998,35.6248761103147,16.663655076948388,39.582423623055725,35.6248761103147,16.663655076948388,,0.19451921597085328,0.04071189856840446,0.014495457416300876,0.014131170739450822,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,14,0.15654781736674986,93.92869042004992,34.567140012392805,0.8198415774018021,4.50420628320335,4.807111311956448,38.71759527039079,19.192735279488947,43.29937687473588,38.71759527039079,19.192735279488947,,0.19409126546071562,0.04225174817096688,0.016770757489537214,0.0161174881451357,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,15,0.18133298226825592,108.79978936095355,41.45625860680255,2.268187963781198,4.272311550960134,4.719886736975989,43.27148673297939,22.564133047540786,48.81721892170207,43.27148673297939,22.564133047540786,,0.2072841234542483,0.08277299919756952,0.022453897792022427,0.02052487061934755,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,16,0.21004221592733333,126.0253295564,50.66873303723505,5.076908076153556,3.8542227947851866,4.546664203773855,49.32277844729127,26.8224596120093,56.17758598712925,49.32277844729127,26.8224596120093,,0.23350522504680626,0.1606676926039352,0.03147237184269833,0.027313566497900184,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,17,0.2432967898051702,145.97807388310213,61.339756694031124,8.330313986886406,3.369940852786478,4.346016509861793,56.33213055189891,31.7549784321102,64.70327055439579,56.33213055189891,31.7549784321102,,0.2638777376127166,0.25089492985219985,0.041918680342080065,0.03517707101732907,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,18,0.2818163371023462,169.08980226140773,73.70025188387288,12.09880981292697,2.808985802256722,4.113601613670146,64.45122631622439,37.468429841322674,74.57876951992301,64.45122631622439,37.468429841322674,,0.2990589261798743,0.35540723981129296,0.05401888273231441,0.044285551413752705,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,19,0.32643442571265496,195.86065542759297,88.01770129190595,16.463946282383446,2.1592185046859163,3.844390027338888,73.8557640033746,44.08645365349828,86.01778993507753,73.8557640033746,44.08645365349828,,0.3398101161353312,0.4764662821371809,0.06803482892931778,0.05483611635932475,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,20,0.3781165967381516,226.86995804289097,92.85130418702866,27.349474160913207,1.582357235588201,3.3218799611284777,79.77235634599506,48.35246843620088,93.28514031394819,79.77235634599506,48.35246843620088,,0.42731811107317236,0.5906499787789558,0.059503543701945626,0.04763672873685854,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,21,0.43798125892118284,262.7887553527097,96.35338572581678,40.99861803783373,0.94553161324639,2.6790511683410627,85.73760009578473,52.68723002195938,100.63551722966963,85.73760009578473,52.68723002195938,,0.5358727091554619,0.7182646895793736,0.045202239961804724,0.035832125404291044,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,22,0.5073238911515597,304.39433469093586,99.98229463087826,55.922548326980746,0.27860401299964827,1.9844823621176317,92.00409845283907,57.25725817285516,108.36585088212615,92.00409845283907,57.25725817285516,,0.6547051551492815,0.8535186170781376,0.029771338770422037,0.023122993135714143,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,23,0.5876450767942016,352.587046076521,99.99121951771734,64.51691561204481,0.19977957473356633,1.670722349533372,92.9539550569359,58.126844453876544,109.63223299686427,92.9539550569359,58.126844453876544,,0.7245845774663497,0.8869386398982649,0.023026615683414263,0.017861350264712812,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,24,0.6806829765036615,408.4097859021969,100.0,73.86693373590138,0.11944923656848655,1.3339618048097561,93.8579040085154,58.99339566824638,110.85817075977774,93.8579040085154,58.99339566824638,,0.8001079015894218,0.9229255596182734,0.016096994431406615,0.012454287619782331,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,25,0.788450942241359,473.0705653448154,100.0,80.74612079376276,0.09806467032398171,1.118083373843794,93.62309725198996,59.07823975510275,110.70474700539353,93.62309725198996,59.07823975510275,,0.8521957534089013,0.9468193826724244,0.013836287625711704,0.010681621511130265,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,26,0.9132810864676338,547.9686518805803,100.0,86.90229696359297,0.08122839704603309,0.9174526205145023,93.26241088044422,59.087918530730526,110.40504866057272,93.26241088044422,59.087918530730526,,0.9001384351844111,0.965166983702127,0.011995682464907204,0.009236640691805268,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,27,1.057874749351462,634.7248496108772,100.0,91.8901573418423,0.06874870080221752,0.7394520674339129,92.81788075803053,59.0468942937098,110.00775033415404,92.81788075803053,59.0468942937098,,0.9391250551974386,0.9783792245411718,0.010551742786413167,0.00810198688803602,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,28,1.2253609561146632,735.216573668798,100.0,95.22075878652115,0.05855534757708949,0.588558670672514,92.39743939591085,59.02373927062575,109.64076219467255,92.39743939591085,59.02373927062575,,0.964269207087882,0.987477247718143,0.009299425981776185,0.007118898004546748,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,29,1.4193641295349506,851.6184777209704,100.0,97.04666084755877,0.049939120410528864,0.4675179503619279,92.0530659952074,59.05146588627238,109.36566931188305,92.0530659952074,59.05146588627238,,0.9783248527431423,0.991959947890792,0.008177382016298359,0.0062392692719680344,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,30,1.6440825229149805,986.4495137489882,100.0,98.42758168891399,0.04252087879967252,0.374982341275727,91.8131753694817,59.14860411605782,109.21638702600163,91.8131753694817,59.14860411605782,,0.9879855544649344,0.9962428982070641,0.007158454119775439,0.005441802098626073,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,31,1.9043790708168153,1142.6274424900892,100.0,99.15803137924489,0.03630146934019857,0.31199441409791095,91.71897367675118,59.33429796736444,109.23796323278528,91.71897367675118,59.33429796736444,,0.9928917505210134,0.9986787123435479,0.006256586158931746,0.004738558579144596,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,32,2.205886623583225,1323.531974149935,100.0,99.51307425087998,0.03091183774152864,0.27002694695368895,91.7687190823606,59.60198283945914,109.42529737727435,91.7687190823606,59.60198283945914,,0.9956863174027512,0.99944203752432,0.0054393893997471176,0.0041048079150140335,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,33,2.5551298429342286,1533.077905760537,100.0,99.57414608950351,0.02630251616520585,0.24520354768245714,91.97200980774419,59.94204724138097,109.78114902502018,91.97200980774419,59.94204724138097,,0.9962970357889867,0.9994423795696741,0.004711166229768786,0.0035436986404146936,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,34,2.9596663964750576,1775.7998378850345,100.0,99.33828278777528,0.022297925353479547,0.23144152621718195,92.31718530874258,60.3381690885304,110.28670726340083,92.31718530874258,60.3381690885304,,0.9950583649740237,0.9983158388051713,0.004057955562025429,0.0030439414977557057,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,35,3.4282505065826254,2056.9503039495753,100.0,98.97645974262755,0.018766436053867484,0.2238745505112628,92.801622755946,60.76925016798899,110.92809869523,92.801622755946,60.76925016798899,,0.9925423866317695,0.9972013495527313,0.0034691520609663054,0.0025969154209364016,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,36,3.971022392889162,2382.613435733497,100.0,98.6859870154295,0.015600536799731567,0.21837777828590124,93.40471669876463,61.21421446926389,111.6764127265029,93.40471669876463,61.21421446926389,,0.9891304026368487,0.9977045868019147,0.0029334961852594157,0.0021925085720713683,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,37,4.599727707922418,2759.836624753451,100.0,98.48360707155729,0.012763795518585558,0.2111846787007195,94.09249889568464,61.654040920227004,112.49275142890755,94.09249889568464,61.654040920227004,,0.9875023047963499,0.9972999474915175,0.002447141724679944,0.001826633134511421,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,38,5.327971714517541,3196.7830287105244,100.0,98.46686405234358,0.010237215994235995,0.19949967052644638,94.8284493565608,62.07717344624783,113.34024120392014,94.8284493565608,62.07717344624783,,0.9866488086149586,0.9979929959985416,0.002006280380748695,0.001495602130384636,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,39,6.171513705432102,3702.9082232592614,100.0,98.72464894469903,0.008029429477234127,0.18304213898833058,95.59184028773737,62.482128521909885,114.20077198330166,95.59184028773737,62.482128521909885,,0.9894606498722889,0.9977622673982491,0.0016112499485091355,0.001200046757709377,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,40,7.148608036442097,4289.164821865258,100.0,98.56157867284978,0.006138828930055049,0.16382123333821969,96.38377104333242,62.89072802981676,115.08724956424619,96.38377104333242,62.89072802981676,,0.9896921563565088,0.9958811929044034,0.001261511984714184,0.0009394532753814116,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,41,8.280399152918442,4968.239491751065,100.0,98.69444966316223,0.004556001215664223,0.14459002171138213,97.20144347398072,63.345273648896445,116.02044782129074,97.20144347398072,63.345273648896445,,0.9900882457071235,0.9968247654306754,0.0009563990955579448,0.0007124452341051735,,,,,,,,,,
cent_009d1e6550df,D,centralized,d_alpha_high,centralised,42,9.59137915830921,5754.827494985526,100.0,99.00268596892118,0.0032432598258045225,0.12343757660203186,98.00605702800476,63.875700096048,116.98415399671286,98.00605702800476,63.875700096048,,0.9930823995192439,0.996923159780688,0.0006926357057631229,0.0005165609234356733,,,,,,,,,,
