setup,metric,n_crossed,n_memorised_not_crossed,rho_memo_vs_log_delay,p_memo_delay,n_memo,rho_memo_vs_log_tcross,rho_cross_vs_log_delay,p_cross_delay,n_cross,rho_cross_vs_log_tcross,auc_memo_crossed_vs_not
A,w_W1_dist_init,52,9,0.4610062524165218,0.000482806370108993,52,0.8151338913302922,0.31597442082712823,0.022010840027276025,52,0.5750566974079657,0.7008547008547008
A,w_W1_rel_dist_init,52,9,0.5180013678377074,5.9387841215003396e-05,52,0.8796845613485816,0.3338468576208683,0.015096327020551116,52,0.5880523289878069,0.7008547008547008
A,w_W1_cos_init,52,9,0.4266723606811789,0.0014190438254794674,52,-0.04565570568180995,0.30207838743486615,0.02906264010381383,52,0.45634331287764157,0.3034188034188034
A,w_W2_fro,52,9,-0.23443677258391665,0.09449396079216371,52,-0.5531693179050755,-0.182401472158123,0.19661359920752433,52,-0.5089243222302879,0.7606837606837606
A,w_W2_spec,52,9,-0.3957162739858013,0.003390523810675208,52,-0.03184784712822885,-0.14768276719037898,0.2976922971895982,52,0.041680068389292786,0.7713675213675214
A,w_W2_stable_rank,52,9,-0.15251431110830396,0.281929341454695,52,-0.5515448639575954,-0.3717295824994658,0.0062760416481801055,52,-0.7651605580512324,0.6666666666666666
A,w_W2_eff_rank,52,9,-0.3203783944868297,0.020099723557156116,52,-0.6852203243199735,-0.4762705106350989,0.0002866818685304394,52,-0.8601483651907283,0.5256410256410257
A,w_W2_sv_gini,52,9,0.320292880435185,0.020135462424933834,52,0.6870585222079114,0.4834109339474305,0.0002225141815744048,52,0.8695958473589682,0.46794871794871795
A,w_W2_entry_gini,52,9,0.4216697886599646,0.0016436455124604398,52,0.7862357105803826,0.5891490588060893,2.1956088377113327e-06,52,0.9691150260361718,0.07264957264957266
A,w_W2_row_gini,52,9,0.7232350917849626,1.545995484352208e-10,52,0.5747574558913247,0.5225763696006984,4.925328945627346e-05,52,0.9157217897097855,0.15598290598290598
A,w_W2_row_pr,52,9,-0.7293493464775578,8.507018997882892e-11,52,-0.6173352488305406,-0.505174260091004,9.876581332432553e-05,52,-0.9270502185540548,0.844017094017094
A,w_W2_dist_init,52,9,-0.23512088499707415,0.09349905158801507,52,-0.5540242936669073,-0.18342764077785925,0.19404977054368128,52,-0.5103777810254017,0.7606837606837606
A,w_W2_rel_dist_init,52,9,-0.19501479477571473,0.16672165617306894,52,-0.5073853658589909,-0.1706860470828005,0.22758141573807228,52,-0.49494546852434046,0.7606837606837606
A,w_W2_cos_init,52,9,-0.28557417546744107,0.039764646873432716,52,-0.6847073388628745,0.23140102375053015,0.09900743253092277,52,-0.023939321331286116,0.25427350427350426
A,w_all_norm,52,9,0.4365919906719629,0.0010525615017220043,52,0.7877746669516795,0.41576931909648096,0.0019485538970822223,52,0.5662931958491914,0.6987179487179487
A,w_all_rel_norm,52,9,0.5311277747651673,3.4428514777618464e-05,52,0.892936685656972,0.5121864123258686,7.500478786247416e-05,52,0.6921028792027182,0.6987179487179487
A,w_all_dist_init,52,9,0.42042983491111663,0.0017039629155383453,52,0.7865777008851152,-0.042671511770700124,0.7650300222412637,52,-0.254355289144915,0.6987179487179487
A,w_all_rel_dist_init,52,9,0.5367289451478945,2.706569888967929e-05,52,0.9208088954926837,-0.0667864743345026,0.6396399428464488,52,-0.2770548956215452,0.6965811965811965
A,w_all_cos_init,52,9,0.5625969457704132,8.33580739012507e-06,52,0.10768419720269594,0.24829004895035633,0.07587677881451178,52,0.5028112455331916,0.21581196581196582
A,rep_between_within_tr,52,9,-0.8152054543288262,1.2802392662296853e-15,52,-0.40867841415552725,-0.6727818013145956,1.1254141577292795e-08,52,-0.9435939995454972,0.24786324786324787
A,rep_nc1_tr,52,9,0.500086174018145,0.00012008755057060861,52,0.6921028792027182,0.5787163445054371,3.769305033797123e-06,52,0.9367114446627524,0.7777777777777778
A,rep_eff_rank_te,52,9,-0.4676763484448076,0.0003857522111494105,52,-0.8286852571553238,0.4373188601109428,0.001029363350197445,52,0.09216638712545154,0.8867521367521367
A,rep_pr_te,52,9,-0.45549059608543935,0.0005790422340790121,52,-0.8171430843705966,0.3811361281803817,0.004958502410773913,52,0.04244954657494127,0.8888888888888888
A,rep_unit_gini_te,52,9,0.4898672448466046,0.0001759905543945987,52,0.8634400218737803,-0.4590821862545163,0.0005146095078747719,52,-0.10469178203628517,0.1346153846153846
A,rep_unit_pr_te,52,9,-0.4929885077316357,0.00015682520728101793,52,-0.8655347124902678,0.3830601943423872,0.004720859949881304,52,0.0385166580705157,0.8739316239316239
A,rep_between_within_te,52,9,-0.9475812062748059,1.0799326942277995e-36,52,-0.5989960187392519,-0.7169070519632555,2.812698067897647e-10,52,-0.9447054680358783,0.9615384615384616
A,unit_interaction_share,52,9,-0.7155815841627627,3.1805262899679306e-10,52,-0.670942229097385,-0.5918855084587192,1.8984574462746385e-06,52,-0.8993490038707094,0.9358974358974359
A,unit_frac_interacting,52,9,-0.4643980175300555,0.0004310122292883939,52,-0.777576184625492,-0.02198226334124759,0.8776880827284247,52,-0.34571481130004417,0.9465811965811965
A,add_share_a,52,9,-0.2765524430189263,0.04685418496137719,52,-0.6344775128552652,0.7824535725489101,1.8162574578935854e-13,52,0.4100036265863663,0.24145299145299146
A,add_share_b,52,9,-0.26560664440840603,0.056790835971264886,52,-0.6278087019129783,0.958869061091905,1.1634740866618626e-41,52,0.600620472686732,0.22863247863247863
A,add_share_interaction,52,9,0.2857452035707304,0.03963921269941595,52,0.6454212026067103,-0.9016174035157851,3.5557037368472762e-25,52,-0.5454745360485908,0.7606837606837606
A,add_acc_interaction_tr,52,9,-0.21172573790467122,0.13236477717894327,52,-0.6450850653321318,0.46172698759115716,0.00047135505852341475,52,-0.3842974698637004,0.48717948717948717
A,add_acc_additive_tr,52,9,0.36692924829462203,0.007058118447706807,52,0.007101454144495204,0.32917753272969846,0.01669581209639606,52,-0.0751155064929775,0.10256410256410256
A,add_acc_no_a_tr,52,9,-0.22610104955705515,0.10728083002998834,52,-0.6564518673273638,0.46135686575741675,0.00047720487334799354,52,-0.38411244460136834,0.8878205128205128
A,add_acc_no_b_tr,52,9,-0.12582173411988617,0.375916912170971,52,-0.5097589188871867,0.46135686575741675,0.00047720487334799354,52,-0.38411244460136834,0.9081196581196581
A,add_acc_interaction_te,52,9,-0.4195544183576837,0.0017477184835891786,52,-0.03081532307894727,-0.5314668788420156,3.3935315756054956e-05,52,-0.9279585618209267,0.8931623931623932
A,add_acc_additive_te,52,9,-0.22234877580644186,0.11344885106226332,52,0.5107257372892874,-0.7401057997691944,2.833135543744038e-11,52,-0.7478171717210457,0.5042735042735043
