setup,metric,n_crossed,n_memorised_not_crossed,rho_memo_vs_log_delay,p_memo_delay,n_memo,rho_memo_vs_log_tcross,rho_cross_vs_log_delay,p_cross_delay,n_cross,rho_cross_vs_log_tcross,auc_memo_crossed_vs_not
A,add_acc_no_a_te,52,9,-0.4963811563169165,0.00013815502804448004,52,-0.12066197316625167,-0.5936983901999588,1.7226116426065575e-06,52,-0.9572006306824707,0.8632478632478633
A,add_acc_no_b_te,52,9,-0.15141780398725732,0.28545811347884836,52,0.25335647596247435,-0.5814653411049813,3.2759131812767143e-06,52,-0.9528683970669716,0.8664529914529915
A,circ_share_interaction_tr,52,9,0.2995557229113478,0.03052424628780211,52,0.6744903785089863,-0.06982222316788908,0.6244508471544821,52,0.2877420926444408,0.7051282051282052
A,circ_share_marginal_tr,52,9,-0.008123834906245516,0.9546502693492541,52,-0.33395353257144134,0.9233379726335365,1.6769628634425057e-29,52,0.5944646472015442,0.16666666666666666
A,circ_acc_interaction_tr,52,9,-0.11065855645143503,0.4366898103033518,52,-0.5499062956964808,0.46172698759115716,0.00047135505852341475,52,-0.3842974698637004,0.46474358974358976
A,circ_acc_marginal_tr,52,9,0.17334566038092006,0.22027490126760446,52,-0.20364511765860463,0.4660954126100781,0.00040701524895794133,52,0.058411054066941276,0.10256410256410256
A,circ_units_tr,52,9,0.1415685124977837,0.3184342436502281,52,-0.3211716449320582,0.3846849613236363,0.004527964650177707,52,0.05877958362592573,0.8141025641025641
A,circ_share_interaction_te,52,9,0.3288870426254763,0.016799871833628573,52,0.6913761498051614,-0.9074323590276241,3.333397701806661e-26,52,-0.5476119754531699,0.7457264957264957
A,circ_share_marginal_te,52,9,-0.29968399398881485,0.030448491847083398,52,-0.6615802445053284,0.9019167026965416,3.1619236824965926e-25,52,0.547184487572254,0.2606837606837607
A,circ_acc_interaction_te,52,9,-0.45198989594015154,0.0006487057109818905,52,-0.06045050421031823,-0.5568716783797752,1.0924781697296218e-05,52,-0.9405987413808842,0.8942307692307693
A,circ_acc_marginal_te,52,9,-0.2223333579389473,0.1134747365039263,52,0.5110755753046224,-0.7721324164219711,7.016688585848255e-13,52,-0.5333876577255567,0.5064102564102564
A,circ_units_te,52,9,0.1415685124977837,0.3184342436502281,52,-0.3211716449320582,0.3846849613236363,0.004527964650177707,52,0.05877958362592573,0.8141025641025641
A,sharp_lambda_max,52,9,0.43000740869532184,0.0012848586483236878,52,0.7743515474909227,0.4005905749295486,0.0029734894310087506,52,0.7136910171889674,0.6987179487179487
A,sharp_grad_norm,52,9,0.11253649196441155,0.4288818793298422,52,0.4753237747903042,0.23854144706286173,0.08864502890703206,52,0.575655180441248,0.12393162393162394
A,sharp_lr_lambda,52,9,0.43000740869532184,0.0012848586483236878,52,0.7743515474909227,0.4005905749295486,0.0029734894310087506,52,0.7136910171889674,0.6987179487179487
A,unit_fourier_sum_share,52,9,-0.948479103817075,4.889892974417504e-37,52,-0.5963455938775737,-0.7134437328716456,3.8710730934026533e-10,52,-0.9409863234719108,0.9401709401709402
A,unit_fourier_diff_share,52,9,-0.948479103817075,4.889892974417504e-37,52,-0.5963455938775737,-0.7134437328716456,3.8710730934026533e-10,52,-0.9409863234719108,0.9401709401709402
A,unit_fourier_marginal_share,52,9,0.7155815841627627,3.1805262899679306e-10,52,0.670942229097385,0.5918855084587192,1.8984574462746385e-06,52,0.8993490038707094,0.0641025641025641
