setup,metric,n_runs,median_lead_frac_delay,frac_runs_leading
B,clock_excluded_acc_te,55,-0.8812056182978992,0.2727272727272727
B,clock_excluded_acc_tr,56,-1.1535657721119126,0.4107142857142857
B,clock_excluded_loss_te,56,-2.0507739938080496,0.07142857142857142
B,clock_excluded_loss_tr,56,-1.6486228244676155,0.25
B,clock_freq_gini,56,-1.1535657721119126,0.42857142857142855
B,clock_key_jaccard_final,35,-0.06896551724137931,0.37142857142857144
B,clock_nfreq90,34,0.45513282537067545,0.6764705882352942
B,clock_restricted_acc_te,3,0.3541666666666667,0.6666666666666666
B,clock_restricted_acc_tr,3,0.3541666666666667,0.6666666666666666
B,clock_restricted_loss_te,49,0.1702127659574468,0.5102040816326531
B,clock_restricted_loss_tr,49,0.1702127659574468,0.5102040816326531
B,clock_share,56,-1.9150906225374311,0.375
B,clock_top1_share,56,-1.914717348927875,0.23214285714285715
B,fin_dc_share,56,-1.836597141425722,0.17857142857142858
B,fin_freq_eff_n,56,-1.1535657721119126,0.21428571428571427
B,fin_freq_gini,56,-1.1535657721119126,0.23214285714285715
B,fin_ipr,56,-1.1535657721119126,0.08928571428571429
B,fin_nfreq90,43,-0.20089285714285715,0.09302325581395349
B,fin_top1_share,56,-1.3637544017845808,0.25
B,fn_acc_te,39,-0.12562814070351758,0.2564102564102564
B,fn_acc_tr,7,-0.5079260960443922,0.14285714285714285
B,fn_class_acc_gini,39,0.10297482837528604,0.6153846153846154
B,fn_entropy_te,56,-1.1535657721119126,0.23214285714285715
B,fn_entropy_tr,56,-1.6486228244676155,0.4107142857142857
B,fn_gap_acc,39,-0.12562814070351758,0.2564102564102564
B,fn_gap_loss,56,-1.1535657721119126,0.35714285714285715
B,fn_loss_te,56,-1.1535657721119126,0.35714285714285715
B,fn_loss_tr,56,-1.1535657721119126,0.39285714285714285
B,fn_margin_te,56,-1.1535657721119126,0.19642857142857142
B,fn_margin_tr,56,-1.1535657721119126,0.25
B,fout_dc_share,56,-1.9150906225374311,0.26785714285714285
B,fout_freq_eff_n,56,-1.1535657721119126,0.26785714285714285
B,fout_freq_gini,56,-1.1535657721119126,0.2857142857142857
B,fout_ipr,56,-1.1698257080610022,0.26785714285714285
B,fout_nfreq90,53,-0.5989028093989984,0.1320754716981132
B,fout_top1_share,56,-1.3637544017845808,0.35714285714285715
B,rep_between_within_te,56,-1.7692359702501692,0.0
B,rep_between_within_tr,56,-1.7692359702501692,0.0
B,rep_dead_frac_te,10,-0.8864966198943363,0.0
B,rep_eff_rank_te,56,-1.1535657721119126,0.25
B,rep_nc1_tr,56,-1.1535657721119126,0.125
