setup,axis,family,cell,moment,metric,n,median,q25,q75
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,cross,tw_fed_acc_te,5,94.06262969970703,92.84398651123047,96.7975082397461
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,cross,tw_cka_te,5,0.15151660343980178,0.15132660957079574,0.17016787084185345
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,cross,tw_pred_agree_grid,5,0.9554681777954102,0.9463279843330383,0.9759804606437683
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,cross,tw_clock_key_jaccard,5,0.6363636363636364,0.6,0.6585365853658537
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,cross,tw_clock_energy_cos,5,0.7994210238741062,0.7908455736583443,0.8020576210798716
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_rel_dist,5,1.0618096590042114,1.024781584739685,1.0674879550933838
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_cos,5,0.4656825363636017,0.4629342257976532,0.49724894762039185
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_first_rel_dist,5,1.072048306465149,1.0461769104003906,1.0742356777191162
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_pred_agree_te,5,1.0,1.0,1.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_twin_acc_te,5,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_fed_acc_te,5,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_cka_te,5,0.16824520613983343,0.16275508906609137,0.17879902053035718
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_pred_agree_grid,5,1.0,1.0,1.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_clock_key_jaccard,5,0.851063829787234,0.851063829787234,0.851063829787234
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,end,tw_clock_energy_cos,5,0.9977590559367995,0.9959528480629539,0.9978436561754649
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_rel_dist,5,0.27472877502441406,0.2707214951515198,0.2765289545059204
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_cos,5,0.9650233387947083,0.9643243551254272,0.9659507870674133
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_first_rel_dist,5,0.27576956152915955,0.2721107304096222,0.27666816115379333
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_pred_agree_te,5,0.5821170806884766,0.5652543902397156,0.5887771248817444
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_twin_acc_te,5,1.5162250995635986,1.5020546913146973,2.2672524452209473
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_fed_acc_te,5,0.9210712909698486,0.8360493183135986,1.0769449472427368
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_cka_te,5,0.8108892975326741,0.406182230023408,0.8906935634608851
