setup,axis,family,moment,metric,n,spearman,p_approx,median_at_axis_min,median_at_axis_max,n_levels
A,K,0.25|wd0.0,init,fn_loss_tr,20,0.8870082444549172,6.468796138613627e-09,0.006272958591580391,0.006613110192120075,3
A,K,0.25|wd0.0,init,fn_acc_tr,20,-0.7278959900276452,0.0001385572539409692,99.95748138427734,99.23469161987305,3
A,K,0.25|wd0.0,init,fn_margin_tr,20,-0.04496355156223082,0.8528254616984665,0.24471086263656616,0.24086713045835495,3
A,K,0.25|wd0.0,init,fn_entropy_tr,20,-0.9197090092274488,5.992353938614266e-11,4.572630405426025,4.5723326206207275,3
A,K,0.25|wd0.0,init,fn_loss_te,20,0.9197090092274488,5.992353938614266e-11,0.014481451362371445,0.015181269962340593,3
A,K,0.25|wd0.0,init,fn_acc_te,20,-0.014454050895068259,0.9524744339692393,0.2125549167394638,0.2054697498679161,3
A,K,0.25|wd0.0,init,fn_margin_te,20,-0.9074462224377494,4.440407902231362e-10,-0.18892797827720642,-0.20544707775115967,3
A,K,0.25|wd0.0,init,fn_entropy_te,20,-0.9197090092274488,5.992353938614266e-11,4.572665214538574,4.5723183155059814,3
A,K,0.25|wd0.0,init,fn_gap_loss,20,0.6989788470128611,0.0003600904301853539,0.00821372028440237,0.008590888930484653,3
A,K,0.25|wd0.0,init,fn_gap_acc,20,-0.8461322884892529,3.01585698014023e-07,99.70240785181522,99.05756252259016,3
A,K,0.25|wd0.0,init,fn_class_acc_gini,20,-0.024525573579398635,0.9194378864645474,0.8868777254383824,0.8887612838722143,3
A,K,0.25|wd0.0,init,w_W1_fro,20,0.9197090092274488,5.992353938614266e-11,28.889719009399414,32.70437431335449,3
A,K,0.25|wd0.0,init,w_W1_spec,20,0.9197090092274488,5.992353938614266e-11,3.7815327644348145,4.475031614303589,3
A,K,0.25|wd0.0,init,w_W1_stable_rank,20,-0.8624826708755186,7.776759271607166e-08,58.38898849487305,53.523447036743164,3
A,K,0.25|wd0.0,init,w_W1_eff_rank,20,-0.8624826708755186,7.776759271607166e-08,170.45694134741348,169.3723933130468,3
A,K,0.25|wd0.0,init,w_W1_sv_gini,20,0.8624826708755186,7.776759271607166e-08,0.2844499551098154,0.2916895747266972,3
A,K,0.25|wd0.0,init,w_W1_entry_gini,20,0.9197090092274488,5.992353938614266e-11,0.3943249625460554,0.42210472714814107,3
A,K,0.25|wd0.0,init,w_W1_row_gini,20,0.8461322884892529,3.01585698014023e-07,0.015952751778665508,0.036132074143144566,3
A,K,0.25|wd0.0,init,w_W1_row_pr,20,-0.8461322884892529,3.01585698014023e-07,0.9991843456873264,0.9933262979568185,3
A,K,0.25|wd0.0,init,w_W1_dist_init,20,0.9197090092274488,5.992353938614266e-11,19.258211135864258,22.25821876525879,3
A,K,0.25|wd0.0,init,w_W1_rel_dist_init,20,0.9197090092274488,5.992353938614266e-11,1.200848366102676,1.3890310978436533,3
A,K,0.25|wd0.0,init,w_W1_cos_init,20,0.9074462224377494,4.440407902231362e-10,0.778643786907196,0.7929891347885132,3
A,K,0.25|wd0.0,init,w_W2_fro,20,-0.9197090092274488,5.992353938614266e-11,16.257930755615234,14.480557441711426,3
A,K,0.25|wd0.0,init,w_W2_spec,20,-0.7275920161888261,0.00014005836085256208,2.56445050239563,2.376384139060974,3
A,K,0.25|wd0.0,init,w_W2_stable_rank,20,-0.4251099420429097,0.061271648118095864,40.142799377441406,37.76072883605957,3
A,K,0.25|wd0.0,init,w_W2_eff_rank,20,-0.8461322884892529,3.01585698014023e-07,91.55640528119625,90.75483334641991,3
A,K,0.25|wd0.0,init,w_W2_sv_gini,20,0.8256943105064207,1.2828549432800663e-06,0.18903333017360957,0.20292034574499662,3
A,K,0.25|wd0.0,init,w_W2_entry_gini,20,0.9197090092274488,5.992353938614266e-11,0.44084489221695433,0.46138562401154304,3
A,K,0.25|wd0.0,init,w_W2_row_gini,20,0.8665702664720849,5.35925968332026e-08,0.09861320675244811,0.11031640939653764,3
A,K,0.25|wd0.0,init,w_W2_row_pr,20,-0.8583950752789522,1.112497495207339e-07,0.9705605032903672,0.9639456986704501,3
A,K,0.25|wd0.0,init,w_W2_dist_init,20,-0.9197090092274488,5.992353938614266e-11,16.24837875366211,14.466137886047363,3
A,K,0.25|wd0.0,init,w_W2_rel_dist_init,20,-0.9197090092274488,5.992353938614266e-11,26.393119171738114,23.444874601349802,3
A,K,0.25|wd0.0,init,w_W2_cos_init,20,-0.22890535340772056,0.33664080126693413,0.044506918638944626,0.04211116582155228,3
A,K,0.25|wd0.0,init,w_all_norm,20,0.9197090092274488,5.992353938614266e-11,33.14756659479412,35.77080691435886,3
A,K,0.25|wd0.0,init,w_all_rel_norm,20,0.9197090092274488,5.992353938614266e-11,2.066498179981816,2.2300918822561604,3
A,K,0.25|wd0.0,init,w_all_dist_init,20,0.9197090092274488,5.992353938614266e-11,25.20158339086013,26.55066683268472,3
A,K,0.25|wd0.0,init,w_all_rel_dist_init,20,0.9197090092274488,5.992353938614266e-11,1.5696545183816957,1.6565025503681383,3
A,K,0.25|wd0.0,init,w_all_cos_init,20,0.9197090092274488,5.992353938614266e-11,0.6790714370867913,0.7253128641804495,3
A,K,0.25|wd0.0,init,rep_between_within_tr,20,-0.9197090092274488,5.992353938614266e-11,0.13345610435203883,0.06480574750470396,3
A,K,0.25|wd0.0,init,rep_nc1_tr,20,0.9197090092274488,5.992353938614266e-11,3.016316536538482,6.3159480711450575,3
A,K,0.25|wd0.0,init,rep_eff_rank_te,20,-0.9197090092274488,5.992353938614266e-11,247.14432948958463,207.6953524259137,3
A,K,0.25|wd0.0,init,rep_pr_te,20,-0.9197090092274488,5.992353938614266e-11,193.08278897610484,23.193840592523763,3
A,K,0.25|wd0.0,init,rep_unit_gini_te,20,0.9197090092274488,5.992353938614266e-11,0.06050892848879319,0.48050948872283816,3
A,K,0.25|wd0.0,init,rep_unit_pr_te,20,-0.9197090092274488,5.992353938614266e-11,0.9883514921545647,0.1410545206433904,3
A,K,0.25|wd0.0,init,rep_between_within_te,20,-0.8788330532617843,1.593274092066989e-08,0.011933663187667106,0.007328353305683563,3
A,K,0.25|wd0.0,init,unit_interaction_share,20,-0.9197090092274488,5.992353938614266e-11,0.5546459885636554,0.22424092803948398,3
A,K,0.25|wd0.0,init,unit_frac_interacting,20,-0.9200549595910951,5.63164103045026e-11,0.92578125,0.2935585230588913,3
A,K,0.25|wd0.0,init,add_share_a,20,0.020437977982832194,0.9328340693938865,0.11240108103799194,0.11301331660845043,3
A,K,0.25|wd0.0,init,add_share_b,20,-0.6989788470128611,0.0003600904301853539,0.11315442255460281,0.1082965856884712,3
A,K,0.25|wd0.0,init,add_share_interaction,20,0.2575185225836856,0.27737837525397147,0.7730275780184102,0.7785250408826823,3
A,K,0.25|wd0.0,init,add_acc_interaction_tr,20,-0.6552481246228813,0.0012192782532822134,99.87244415283203,98.59693908691406,3
A,K,0.25|wd0.0,init,add_acc_additive_tr,20,-0.5009188113329295,0.023213560462158247,17.389455795288086,15.965136051177979,3
A,K,0.25|wd0.0,init,add_acc_no_a_tr,20,-0.8108696433731265,3.203717189365395e-06,99.91496276855469,99.12840270996094,3
A,K,0.25|wd0.0,init,add_acc_no_b_tr,20,-0.7292387750275575,0.00013208959352036358,99.8299331665039,98.8945541381836,3
A,K,0.25|wd0.0,init,add_acc_interaction_te,20,-0.27632854731885453,0.2421071310117061,1.0911152362823486,0.9635822474956512,3
A,K,0.25|wd0.0,init,add_acc_no_a_te,20,-0.3571006148526314,0.123506170456396,0.4676207900047302,0.4392801523208618,3
A,K,0.25|wd0.0,init,add_acc_no_b_te,20,-0.016381203115572035,0.9461458701990852,0.495961457490921,0.4463653117418289,3
A,K,0.25|wd0.0,init,circ_share_interaction_tr,20,-0.12671546349355958,0.5993851896611849,0.8565161796823779,0.8531579622214606,3
A,K,0.25|wd0.0,init,circ_share_marginal_tr,20,-0.012262786789699318,0.9596735079131465,0.23103371928221536,0.22866808080973688,3
A,K,0.25|wd0.0,init,circ_acc_interaction_tr,20,-0.7392017905901881,9.166329073652209e-05,99.87244606018066,98.61819446086884,3
A,K,0.25|wd0.0,init,circ_acc_marginal_tr,20,-0.5917709625500397,0.005026856910686499,16.794216632843018,15.7738097012043,3
A,K,0.25|wd0.0,init,circ_units_tr,20,-0.8052563325235884,4.419490844629502e-06,248.23741149902344,242.63307189941406,3
A,K,0.25|wd0.0,init,circ_share_interaction_te,20,0.5804385747124342,0.0062545396368794215,0.7563034508264712,0.7673957136241829,3
A,K,0.25|wd0.0,init,circ_share_marginal_te,20,-0.38423398607724524,0.09493316890799328,0.2279974808553724,0.22077334820480277,3
A,K,0.25|wd0.0,init,circ_acc_interaction_te,20,-0.4318912850687282,0.05667887804703555,1.1194558814167976,0.9210712742060423,3
A,K,0.25|wd0.0,init,circ_units_te,20,-0.8052563325235884,4.419490844629502e-06,248.23741149902344,242.63307189941406,3
A,K,0.25|wd0.0,init,sharp_lambda_max,20,0.9197090092274488,5.992353938614266e-11,0.006258510518819094,0.01280609704554081,3
A,K,0.25|wd0.0,init,sharp_grad_norm,20,0.9197090092274488,5.992353938614266e-11,0.00010238810500595719,0.00028366736660245806,3
A,K,0.25|wd0.0,init,sharp_lr_lambda,20,0.9197090092274488,5.992353938614266e-11,0.3129255259409547,0.6403048522770405,3
A,K,0.25|wd0.0,init,unit_fourier_sum_share,20,-0.8870082444549172,6.468796138613627e-09,0.01144141825048944,0.0042295894014508385,3
A,K,0.25|wd0.0,init,unit_fourier_diff_share,20,-0.8870082444549172,6.468796138613627e-09,0.011441418399471754,0.004229589362443036,3
A,K,0.25|wd0.0,init,unit_fourier_marginal_share,20,0.9197090092274488,5.992353938614266e-11,0.4453540129234708,0.7757590788938498,3
A,K,0.25|wd0.0,init,unit_fourier_other_share,20,-0.9197090092274488,5.992353938614266e-11,0.5321093034408162,0.21539209716205954,3
A,K,0.25|wd0.0,init,unit_sum_freq_concentration,20,-0.8788330532617843,1.593274092066989e-08,0.004899322491713788,0.0016269809855890243,3
A,K,0.25|wd0.0,init,unit_n_distinct_sum_freqs,20,-0.21629522817435004,0.36487269466224653,48.0,48.0,3
A,K,0.25|wd0.0,init,fU_ipr,20,-0.5150370451673713,0.01885620885467648,0.02539948026936804,0.024487802579096753,3
A,K,0.25|wd0.0,init,fU_dc_share,20,0.8624826708755186,7.776759271607166e-08,0.0043182047181861746,0.007070265274855507,3
A,K,0.25|wd0.0,init,fU_top1_share,20,-0.036788360369097946,0.8793835048168297,0.024400881420988726,0.024356487966637155,3
A,K,0.25|wd0.0,init,fU_freq_gini,20,-0.16350382386265755,0.4963466970355617,0.040854239607205356,0.040092520641107576,3
A,K,0.25|wd0.0,init,fU_freq_eff_n,20,0.15532863266952468,0.5184977382199738,47.87655582411451,47.87890423426316,3
A,K,0.25|wd0.0,init,fV_ipr,20,-0.6662780822403295,0.0009162388736883927,0.025826637723918456,0.02401449959117652,3
A,K,0.25|wd0.0,init,fV_dc_share,20,0.49051147158797265,0.02689699241090554,0.004166926889494651,0.006000749068082413,3
A,K,0.25|wd0.0,init,fV_top1_share,20,-0.6090517438883993,0.0035371428565551194,0.02464357408821442,0.024329701865020703,3
A,K,0.25|wd0.0,init,fV_freq_gini,20,-0.4823362803948397,0.030093750062259297,0.04407411520935378,0.041013517687545464,3
A,K,0.25|wd0.0,init,fV_freq_eff_n,20,0.5150370451673713,0.01885620885467648,47.85512991722616,47.872315616887505,3
